accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7880794701986755,0.7945205479452054,0.7733333333333333,0.7837837837837838,0.576065976487103,0.853421052631579,0.8026315789473685,0.7733333333333333,0.5762682912389424,116,30,122,34
