accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7350993377483444,0.782258064516129,0.6466666666666666,0.708029197080292,0.4695705629226311,0.8304166666666666,0.8223684210526315,0.6466666666666666,0.47670742078001954,97,27,125,53
