accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7052980132450332,0.6993464052287581,0.7133333333333334,0.7062706270627063,0.4106477217909924,0.7391228070175438,0.6973684210526315,0.7133333333333334,0.41072877690495235,107,46,106,43
