accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.6788079470198676,0.6625766871165644,0.72,0.6900958466453674,0.3579537982729145,0.7922368421052631,0.6381578947368421,0.72,0.35928637642946637,108,55,97,42
