accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7417218543046358,0.8529411764705882,0.58,0.6904761904761905,0.48233122362869196,0.8527412280701755,0.9013157894736842,0.58,0.508841411486274,87,15,137,63
