accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7682119205298014,0.8076923076923077,0.7,0.75,0.5359964881474979,0.8479166666666667,0.8355263157894737,0.7,0.5407696891459363,105,25,127,45
