accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.6887417218543046,0.7545454545454545,0.5533333333333333,0.6384615384615384,0.3763620386643234,0.7445394736842107,0.8223684210526315,0.5533333333333333,0.39035854415619875,83,27,125,67
