accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7516556291390728,0.7218934911242604,0.8133333333333334,0.7648902821316614,0.5037030544721504,0.8446929824561402,0.6907894736842105,0.8133333333333334,0.5077320709256066,122,47,105,28
