accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7483443708609272,0.7534246575342466,0.7333333333333333,0.7432432432432432,0.49657834707843485,0.8225657894736843,0.7631578947368421,0.7333333333333333,0.4967527457222684,110,36,116,40
