accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7483443708609272,0.7202380952380952,0.8066666666666666,0.7610062893081762,0.49706372162327983,0.8446929824561402,0.6907894736842105,0.8066666666666666,0.500628050109725,121,47,105,29
