accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7615894039735099,0.8305084745762712,0.6533333333333333,0.7313432835820896,0.522487702037948,0.8516008771929825,0.868421052631579,0.6533333333333333,0.5346672916149384,98,20,132,52
