accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7615894039735099,0.7407407407407407,0.8,0.7692307692307693,0.5234087322461862,0.8228947368421053,0.7236842105263158,0.8,0.5250677907724974,120,42,110,30
