scaffold,frequency
O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)c2cncc(-c3ccccc3)c2)CCNC(=O)[CH]NC(=O)[CH]N1,1
O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)c2cnnc(-c3ccccc3)c2)CCNC(=O)[CH]NC(=O)[CH]N1,1
O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NS(=O)(=O)c2cccc(-c3ccccc3)c2)CCNC(=O)[CH]NC(=O)[CH]N1,1
O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[C](Cc2ccccc2)NC(=O)[CH]CCNC(=O)[CH]NC(=O)[CH]N1,1
O=C1[CH][CH]C=C[CH]C(=O)CC([CH]C[C]2C[CH][CH]CC2)OC(=O)[C]2CCCCN2C(=O)C(=O)C2[CH]CC[C](C[CH]C=CC=CC=C[CH]C[CH]1)O2,1
O=C1[CH][CH]CC(NC2CCCCC2)=C1,1
O=C1[CH][CH]CC(NNc2ccccc2)=C1,1
O=C1[CH][CH]O1,1
O=C1[CH][C]2C[C]3Cc4ccccc4C=C3C(=O)C2C(=O)C1,1
O=C1[C](N[CH]CCc2ccccc2)CCCN2CCC[CH]N12,1
O=C1c2ccccc2C(=O)c2cc3c(cc21)CCC[C]3O[C]1C[CH][CH][CH]O1,1
O=P1(COCCn2cnc3cncnc32)OCCC(c2cccnc2)O1,1
O=P1(COCCn2cnc3cncnc32)OCCC(c2ccncc2)O1,1
O=P1(COCCn2cnc3cncnc32)OCCC(c2ccoc2)O1,1
O=P1(COCCn2cnc3cncnc32)OCCC(c2ccsc2)O1,1
O=S(=O)(Nc1cccc(-c2ncsc2-c2ccncn2)c1)c1ccccc1,1
O=S(=O)(Nc1ccccc1)c1nc2ncccn2n1,1
O=S(=O)(Nc1ccno1)c1ccccc1,1
O=S(=O)(Nc1nc2ccncn2n1)c1ccccc1,1
O=S(=O)(OCC1CCCOC1)c1ccccc1,1
O=S(=O)(OC[C]1CO[CH]CO1)c1ccccc1,1
O=S(=O)(c1ccc(OCc2cccc(-c3ccccc3)c2)cc1)C1CC1,1
O=S1(=O)CCc2ccc(OCc3cccc(-c4ccccc4)c3)cc21,1
O=S1OCC2C3C=CC(C3)C2CO1,1
O=c1[nH]c(=O)[nH]c(=O)[nH]1,1
O=c1[nH]cnn1-c1ccccc1,1
O=c1c(-c2ccccc2)c[nH]cc1-c1ccccc1,1
O=c1c(-c2ccccc2)coc2c(C3CCCCO3)cccc12,1
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,1
O=c1cc[nH]c2cc(N3CCNCC3)ccc12,1
O=c1ccc2cc3c(cc2o1)OC(COC1CCCCO1)C3,1
O=c1ccc2ccccc2o1,1
O=c1cccc2c(c1)CCCc1ccccc1-2,1
O=c1cccc2c(c1)[CH]CCc1ccccc1-2,1
O=c1ccn(-c2ccccc2)c2nc(N3C[C]4C[C]4C3)ccc12,1
O=c1ccn(-c2ccccc2)nc1,1
O=c1ccn(C2CC2)c2cc(N3C[CH]N[CH]C3)ccc12,1
O=c1ccn(C2CC2)c2cc(N3C[C]4CCCN[C]4C3)ccc12,1
O=c1ccn(C2CCCO2)c(=O)[nH]1,1
O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,1
O=c1ccn2c3c(c(N4CCNCC4)ccc13)OC[CH]2,1
O=c1ccs[nH]1,1
O=c1cnnc[nH]1,1
O=c1n(-c2ccccc2)nc2n1CCCC2,1
O=c1nc[nH]c2[nH]cc(CCc3ccccc3)c12,1
O=c1ncccn1[C]1CS[CH]O1,1
O=c1ncccn1[C]1C[CH][CH]O1,1
O=c1ncccn1[C]1[CH][CH][CH]O1,1
O=c1ncnc2[nH][nH]cc1-2,1
O=c1ncnc[nH]1,1
O=c1ncncn1[C]1[CH][CH][CH]O1,1
[CH]1CCC2[C](C1)C[CH][C]1[C]3CC[CH]C3CC[C]12,1
[CH]1CCCN1,1
[CH]1COc2cc(OCc3cccc(-c4ccccc4)c3)ccc21,1
[CH]1[CH]O[C](n2cnc3cncnc32)C1,1
[CH]1[CH][CH][C](O[C]2[CH]C[CH][C](O[C]3[CH]C[CH][CH]O3)[CH]2)O[CH]1,1
[CH]1[CH][CH][C](O[C]2[CH]C[CH][C](O[C]3[CH][CH][CH][CH]O3)[CH]2)O[CH]1,1
[CH]1[CH][CH][C](c2cccc(Cc3ccc(-c4ccccc4)s3)c2)O[CH]1,1
[CH]1[CH][CH][C](c2cccc(Cc3ccc(O[C]4CCOC4)cc3)c2)O[CH]1,1
[CH]1[CH][CH][C](c2cccc(Cc3ccccc3)c2)O[CH]1,1
[CH]1[CH][C](O[C]2[CH]C[CH][C](O[C]3[CH]CC[CH]O3)[CH]2)OCC1,1
[CH]1[CH][C]2[CH]C[CH]C=C2C=C1,1
c1cc(-c2cc[nH+]cc2)cc[nH+]1,1
c1cc2c(c(-c3cc[nH]c3)c1)OCO2,1
c1ccc(-c2c[nH]c3ccccc23)cc1,1
c1ccc(-c2cc(C3CC3)nc3ccccc23)cc1,1
c1ccc(-c2cc[nH]n2)cc1,1
c1ccc(-c2ccc(Cn3cnc4ccc(-c5nc6ccccc6[nH]5)cc43)cc2)cc1,1
c1ccc(-c2cccc(COc3ccc4c(c3)CCC4)c2)cc1,1
c1ccc(-c2cccc(COc3ccc4c(c3)SCC4)c2)cc1,1
c1ccc(-c2ccncc2)cc1,1
c1ccc(-c2ccncn2)cc1,1
c1ccc(-c2conc2-c2ccccc2)cc1,1
c1ccc(-c2nc(-c3ccccc3)n(-c3ccccc3)n2)cc1,1
c1ccc(-c2nc3ccccc3o2)cc1,1
c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3ccnc3)cc2)c1,1
c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3cnc4ccccc43)cc2)c1,1
c1ccc(-c2nnc(-c3ccccc3)nn2)cc1,1
c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3ccnc3)cc2)c1,1
c1ccc(-n2cccn2)cc1,1
c1ccc(C(Cc2ccncn2)Cn2cncn2)cc1,1
c1ccc(C(c2ccccc2)c2cncnc2)cc1,1
c1ccc(C2(Cn3cncn3)CCCO2)cc1,1
c1ccc(C2CC2Nc2ncnc3c2nnn3C2CCCC2)cc1,1
c1ccc(C2OCc3ccccc32)cc1,1
c1ccc(CCOCc2cccc(Oc3ccccc3)c2)cc1,1
c1ccc(COC2CC3CCC2O3)cc1,1
c1ccc(COc2ccccc2)cc1,1
c1ccc(Cc2cccc(C3CCCCO3)c2)cc1,1
c1ccc(N=Nc2ccccc2)cc1,1
c1ccc(NCc2cnc3ncncc3n2)cc1,1
c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1,1
c1ccc(Nc2ccnc3ccccc23)cc1,1
c1ccc(Nc2nccc(C3CC3)n2)cc1,1
c1ccc(Nc2ncnc3cc(OC4CCOC4)ccc23)cc1,1
c1ccc(Nc2ncnc3ccccc23)cc1,1
c1ccc(OCCCOc2ccccn2)cc1,1
c1ccc(OCc2cccc(-c3ccc(OCC4CC4)cc3)c2)cc1,1
c1ccc(OCc2cccc(-n3cccc3)c2)cc1,1
c1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,1
c1ccc(Oc2ccccn2)cc1,1
c1ccc(Oc2nc3ccccc3o2)cc1,1
c1ccc(Sc2ncccn2)cc1,1
c1ccc([C](c2ccccc2)N2CCNCC2)cc1,1
c1ccc([C]2CCNC[C]2COc2ccc3c(c2)OCO3)cc1,1
c1ccc2c(c1)CC1NC2Cc2c1ccc1c2OCO1,1
c1ccc2c(c1)CCO2,1
c1ccc2c(c1)NC1NCCC23C2NCCC13c1ccccc1N2,1
c1ccc2c(c1)ccc1ccc3c(c12)OCO3,1
c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3,1
c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1,1
c1ccc2occc2c1,1
c1ccc2snnc2c1,1
c1ccoc1,1
c1ccsc1,1
c1cnc2cc3c(cc2n1)C1CNCC3C1,1
c1cncc(C2=NCCS2)c1,1
c1cscn1,1
