scaffold,frequency
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CCCC(C(C)C3CCCCC3)C2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CC2CC(C(C)C3CCCCC3)C3CCCCC23)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CC2CCC(CC(C)CC3CCCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CCC2CCCCC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CCCCCCCCC(C)CCC2CCCCC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)CCCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)CCC(C)C(CC(C)[CH]CC(C)[CH]CC(C)[CH]CC2CCC3CCCCC23)CCC(C)[C](CC(C)C2CCCCC2)CC(C)[CH]CC(C)[CH]CC(C)CCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)(C)C2CCCC(C3CCCCC3)C2)CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)C2CCC(C)C(C3CCCCC3)C2)CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)C2CCC(CC3CCCCC3)CC2)CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)C2CCC3CCCCC3C2)CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)CC2CCCC(C3CCCCC3)C2)CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[C](CC2CCCCC2)CC(C)[CH]CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)CCC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)CCC(C)[CH]C1,1
CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCC(C3CCCCC3)CC2)CC(C)[CH]C1,1
CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCC(C3CCCCC3)CC2)CC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
CC1[CH]CCCC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
CC1[CH]CCC[CH]C[CH][C]2[CH]C[CH]C(C2)C(C)C(C)C2CCCC[C]2C(C)C[C](CCC2C[CH][CH]CC2)[CH][CH]C1,1
CC1[CH][CH]C1,1
CC1[CH][CH]CC(CCC2CCCCC2)C1,1
CC1[CH][CH]CC[CH]C(C)CC([CH]C[C]2C[CH][CH]CC2)CC(C)[C]2CCCCC2C(C)C(C)C2[CH]CC[C](C[CH]CCCCCC[CH]C[CH]1)C2,1
CC1[CH][CH]C[C]1C1CCC2C(C)CCCC12,1
