scaffold,frequency
CC1C(C2CCCCC2)CCC2C(C3CCCCC3)CCCC12,1
CC1C(C2CCCCC2)CCCC1C1CCCCC1,1
CC1C(CC2CCC(C3CCCCC3C3CCCC3)CC2)CCC12CCCC2,1
CC1C(CC2CCCCC2)CCC2CCCC21,1
CC1C(CCC2CCC(C3CCC4CCCCC43)CC2)CCC2CCCCC21,1
CC1C(CCC2CCCCC2)CC(C)(C)C2CCCC12,1
CC1C(CCCC2CCC(C3CCCCC3)CC2)CC2CCCCC21,1
CC1C(CCCC2CCCCC2)C(C2CCCCC2)C1C1CCCCC1,1
CC1C(CCCCC2CCCCC2)CCCC2CCCCC21,1
CC1C([C]2CC3CCC2CC3)C[C]2CCCC3CCCC1C23,1
CC1C2CCCCC2C(C)C2CC3[C](C[C]4C[CH][CH][CH]C4)CCCC3CC12,1
CC1C2CCCCC2CC1C1CCCCC1,1
CC1C2CCCCC2CC2C1CCC1C3CCCCC3CC12,1
CC1C2CCCCC2CC2CCCCC21,1
CC1C2CCCCC2CCC1C1CCCCC1,1
CC1CC(C(C)C2CCCCC2)CC2C1CCC1CCCCC12,1
CC1CC(C(C)CC2C(C)C3CC(CCC4CCCC4)CCC32)C1,1
CC1CC(C)C(C2CCCCC2)(C2CCCCC2)C1,1
CC1CC(C)C(C2CCCCC2)C(C)C1,1
CC1CC(C)C(C2CCCCC2)C1C1CCCCC1,1
CC1CC(C)C(C2CCCCC2)C2CCCCC2C1,1
CC1CC(C)C(CC2CCC(CCC3CCC4CCCCC4C3)CC2)C1,1
CC1CC(C)C(CC2CCC(CCCC3CCCCC3)CC2)C1,1
CC1CC(C)C(CC2CCC(CCCCC3CCCCC3)CC2)C1,1
CC1CC(C)C(CC2CCCCC2)C(C2C[CH]CCC2)C1,1
CC1CC(C)C(CCC2CCC(C3CCCCC3)C2)C1,1
CC1CC(C)C(CCC2CCCC2)C1,1
CC1CC(C)C2CC3CCCCC3CC2C1,1
CC1CC(C)CC([CH]CC2CC(C)CC(C)C2)C1,1
CC1CC(C2CCC(C3CCCCC3)CC2)C(C)C2CCCCC12,1
CC1CC(C2CCCCC2)C2CCCCC12,1
CC1CC(C2CCCCC2)CC2CC(CC3CCCCC3)CCC12,1
CC1CC(CCC2CCCCC2)CCC1[CH]C1CCCC(CC(C)(C)C2CCCCC2)C1,1
CC1CC2(C3CCCCC3CC3CCCCC32)C2CCCCC12,1
CC1CC2(CCCC2)CC(C)C1CCCCC1CCC(C2CCCCC2)CC1,1
CC1CC23CCC4CCC(CC5CCCCC5)CC4C2CCC1C3,1
CC1CC2C1CC(CC1CCCC1)C2(C)C,1
CC1CC2C3CCCC3C3(CCCCC23)C1,1
CC1CC2C3CCCCC3CCC2C2CCC3CCCCC3C12,1
CC1CC2CC(CC3CCCC3)CC12,1
CC1CC2CC1C1C3CC3C3(CC3)C1C2,1
CC1CC2CC2C1,1
CC1CC2CCC(CCC3CCC(C4CCC5CCCCC54)CC3)CC2C1,1
CC1CC2CCC34C2CC1C1CCC(C)C(C2CCCCC23)C14,1
CC1CC2CCC3C4CCCC4CCC3C2C2CC12,1
CC1CC2CCCC2C1,1
CC1CC2CCCC2C2CCC3CCCCC3C12,1
CC1CC2CCCC3C(C)CC4CCCC1C4C23,1
CC1CC2CCCC3CC4CCC56C4CC3C2C5C1C1CCCCC16,1
CC1CC2CCCCC2C(C)C1CCC1CCC(C(C)C2CCCCC2)CC1,1
CC1CC2CCCCC2C(C2CCCCC2)C2CCCC12,1
CC1CC2CCCCC2C(CCC2CC2)C1,1
CC1CC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1,1
CC1CC2CCCCC2CC(C2CCCCC2)C1,1
CC1CC2CCCCC2CC2CCCCC12,1
CC1CC2CCCCC2CC[C]1C[CH]CCC1CCCCC1,1
CC1CC2CCC[C]2[C]2CCC3CCCC[C]3[C]21,1
CC1CC2CC[C]3[C]4CCCC4CC[C]3C2[C]2C[C]21,1
CC1CC2[C]3CC(CC(C)C4CCC5CCCCC54)CC2CC1C3,1
CC1CCC(C(C)CC(CC2CCCC2)C(C)C2CCCC2)C1,1
CC1CCC(C)C2C1CC1C3CC3CC12,1
CC1CCC(C)C2C1[CH]C1[C]3C[C]3CC12,1
CC1CCC(C)C2[C]1CC1C(CC3CCCCC31)[C]2C1CCC2CCCC2C1,1
CC1CCC(C)CC1,1
CC1CCC(C)CCC(C)CCC(C)CCC(C)CC(CC(C)C2CCCCC2)C(C)CCC(CC(C)CCC(C)CCC(C)CCC2CCC3CCCCC32)C(C)CCC(C)CCC(C)CCC(C)CC1,1
CC1CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CC1,1
CC1CCC(C2CC2)C2CC(C3C[CH]C[CH]C3)CCC12,1
CC1CCC(C2CC2)C2CC(C3C[C]4CCCC[C]4C3)CCC12,1
CC1CCC(C2CCC3C(C)CCC(C4CC4)C3C2)C1,1
CC1CCC(C2CCCCC2)C(C)C1,1
CC1CCC(C2CCCCC2)C1C1CCCCC1,1
CC1CCC(C2CCCCC2)C2CC(C3C[C]4C[C]4C3)CCC12,1
CC1CCC(CC(C)C2CC2)C1,1
CC1CCC(CCC2CCCCC2)C1,1
CC1CCC(CCC2CCCCC2)C1(C1CCCCC1)C1CCCCC1,1
CC1CCC([C]2C[CH]CC2)C(C)C1,1
CC1CCC([C]2C[CH][CH]C2)C(C)C1,1
CC1CCC1,1
CC1CCC1CC(C)C(C)C1CCCC1,1
CC1CCC2(CC1)CC1CCCCC1C2C,1
CC1CCC23C(CCC2CC(C)C2C3CCC3C(C4CCCC4)CC(C)C4CC432)C1,1
CC1CCC2C(C1)CC1C3CC4CCC(CC(C)C5CCC(C6CCCCC6)CC5)CC4CC3CC1C2C,1
CC1CCC2C(CC3CCC4CCCCC4C3)C3CC4CCCC4CC3C(C3CCCCC3)C12,1
CC1CCC2C(CCC3C2CCC2C(CCCC4CC4)C(C)CC23)C1,1
CC1CCC2C(CCC3C2[CH]CC2C[CH]CC23)C1,1
CC1CCC2C(CCC3C4CCC5(CCC(C)C5)C4CC4CC423)C1,1
CC1CCC2C(CCC3C4CCCC4CC(C4CCCCC4)C23)C1,1
CC1CCC2C(CCC3[C]4C[CH]CC4C[CH]C32)C1,1
CC1CCC2C([CH]CC3[C]4C[CH]CC4C[CH]C32)C1,1
CC1CCC2C1CCC1C2CC2CC23CC2CC2C2CC213,1
CC1CCC2C1CCC1C3CCCCC3CCC21,1
CC1CCC2C3CC4CCCC5CC1C2(CCC3CC1CC1)C45,1
CC1CCC2C3CCC(C3)C2CC1,1
CC1CCC2C3CCCC24C1CC1CCCC(C3)C14,1
CC1CCC2CC(CCCCCC3CCCC3C3CCCCC3)CCC2C1,1
CC1CCC2CC3CC(CCC4CCCCC4)CC3CC2C1,1
CC1CCC2CC3CC4CCCC4CC3C(C3CCCCC3)C12,1
CC1CCC2CCC(CC3CCCCC3)CC12,1
CC1CCC2CCC(CCCCCC3CCC(C4CCCCC4)CC3)CC2C1,1
CC1CCC2CCCC2C2CCCCC12,1
CC1CCC2CCCC3C(C4CCCCC4)CCC1C23,1
CC1CCC2CCCCC12,1
CC1CCC2CCCCC2C2CCCCC12,1
CC1CCC2[CH]CCC3C(C4CCCCC4)CCC1C23,1
CC1CCC2[C](CC[C]3[C]4CCCC4CC[C]32)C1,1
CC1CCC2[C](CC[C]3[C]4CC[CH]C4CC[C]32)C1,1
CC1CCC2[C]3CCC4CCC[C]4[C]3C[CH]C2C1,1
CC1CCC2[C]3CCC4CCC[C]4[C]3[CH]CC2C1,1
CC1CCC2[C]3CCC4[CH]CC[C]4[C]3CCC2C1,1
CC1CCC2[C]3CCC4[C](CCC45CCC(C)C5)[C]3[CH]CC2C1,1
CC1CCC2[C]3CCC4[C](CCC4C)[C]3CC(C)C2C1,1
CC1CCC2[C]3CCC4[C](C[C]5CCCC54)C3CCC2C1,1
CC1CCC2[C]3[CH]CC4CCC[C]4[C]3C[CH]C2C1,1
CC1CCC2[C]3[CH]CC4[C](C[C]5CCCC54)[C]3CCC2C1,1
CC1CCCC(C)C(C)CC2CCC3CCC(CC1)C32,1
CC1CCCC(C)C1C(C)C1CCCCC1,1
CC1CCCC(C)C1C1CCCCC1,1
CC1CCCC(CCC2CCC3C(C2)C(C)C3CC(C)C(C)C2CCCC2)C1,1
CC1CCCC1C1CCCCC1,1
CC1CCCC1CCC1C(C)CCC2CCCCC21,1
CC1CCCC1CCC1CCC(CC2CCCCC2)CC1,1
CC1CCCC1CCCCCCCCCCCC1CCC(C2CCCC2)C1,1
CC1CCCC1CCCCCCCCCCCCCC1CCCC1,1
CC1CCCC2(C1)CC1CCC2CC1,1
CC1CCCC2C([CH]CCC3CCCCC32)C1,1
CC1CCCC2C1CC1CCCC3CCCC2C31,1
CC1CCCC2CC(C3CCCCC3)CCC12,1
CC1CCCC2CC3CCCC3CC12,1
CC1CCCC2CC3CCCCC3CC12,1
CC1CCCC2CCC(CC3CCCCC3)CC12,1
CC1CCCC2CCC(CCC3CCCCC3)C12,1
CC1CCCC2CCCCC2C(C)CCC2CC34CC2CCC3CC(CC(C)C2CCCCC2)C(C1)C4,1
CC1CCCCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CC1,1
CC1CCCCC12CCCCC2,1
CC1CCCCC1C1CC(C2CCCCC2)C(C2CCCCC2C)C1,1
CC1CCCCC1CC1CCCC1,1
CC1CCCCC1CCC1CCCC2C(CCCCC3CC3)CCC12,1
CC1CCCCC1CCC1CCCCC1,1
CC1CCCCCC(C)C2CCCC2C(C)CCC(C)C(CCC2CCCCC2)CC(C)C2CCCC2C(C)CC1,1
CC1CCCCCCC(CC(C)CCC2CCCCC2)C(C)CC(CC2CCCCC2)C(C)CC(CC2CCC3CCCCC32)C(C)CCC(C)CC1,1
CC1CCCCCCCC2CCCC(C2)C(C)C(C)C2CCCCC2C(C)CC(CCC2CCCCC2)CCC1,1
CC1CCCCCCCCCCCCCCCCCCCC(CC2CCCCC2)CC2CCCC(CCCCCCCCCCC1)C2,1
CC1CCCC[CH][CH][CH][CH][CH][CH][CH][CH]CCCC2CC3CCC4CC(C1)C(CCC1CCCCC1)CC4C3C2C,1
CC1CC[CH]CC1CCC1CCCC2[CH]CC[C]21,1
CC1CC[CH][C]2C[C]3CC4CCCCC4C(C)C3CC21,1
CC1CC[CH][C]2[CH][C]3[CH]C4CCCCC4C(C)C3CC21,1
CC1CC[C](C(C)C[C](CC2CCCC2)C(C)C2[CH]CCC2)C1,1
CC1CC[C]2CCC3CCCCC3[C]2C1,1
CC1CC[C]2[C]1[C](C1CCCCC1)C1CC3CCCC3CC1[C]2C[C]1[CH][CH][C]2C[C](C3CCCC3)CC[C]2C1,1
CC1CC[C]2[C]3CCC4CC(C)CCC4[C]3CCC2C1,1
CC1CC[C]2[C]3CCC4[CH]CC[C]4[C]3CCC2C1,1
CC1C[CH]C(C)C2C[CH][CH][C]2C(C)C[CH][CH]CC(CC(C)C2CCC(C3CCC(C4CCCCC4)C3)CC2)C(C)C[CH]C(C)C2C[CH]C[C]2C(C)C[C]1C[CH]C1CCCCC1,1
CC1C[CH]C(C)C2C[CH][CH][C]2C(C)C[CH][CH]C[C](CC(C)C2CCC(C3CCC(C4CCCCC4)C3)CC2)C(C)C[CH]C(C)C2C[CH]C[C]2C(C)C[C]1[CH][CH]C1CCCCC1,1
CC1C[CH]C(C2CCCCC2)CC1,1
CC1C[CH]C2(CC1)CC1CCCCC1C2C,1
CC1C[CH]CC1,1
CC1C[CH]CC1C1CCC(C2CCC(C3CCCC3)CC2)CC1,1
CC1C[CH]CC1C1CCC(C2CCCCC2)CC1,1
CC1C[CH]C[C]2C[C]3[CH][CH][CH][CH][C]3CC21,1
CC1C[CH][CH][CH][CH]CCCCCCCCCCCCCC[C](CC2CCCCC2)C[C]2[CH][CH]CC(C[CH]C[CH][CH]CC[CH]C[CH]C1)C2,1
CC1C[CH][C]1CC(C)C(C)C1CCCC1,1
CC1C[C]2CC[C]3[C]4CCCC4CC[C]3C2CC1C,1
CC1C[C]2[CH][CH]C[C]2C1,1
CC1[CH]CC(C)C(C)CC(C)C(CC(C)C2CCC(C3CCCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]CC[CH]C1,1
CC1[CH]CC(C)C(C)CC(C)C(CC(C)C2CCCC(C3CCCCC3)C2)CCCC(C)CCC(C)CCC(C)[CH]CC[CH]C1,1
CC1[CH]CC(C)C(C)CC(C)C(CC(C)C2CCCCC2)CCCC(C)CCC(C)CCC(C)[CH]CC[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CC(C3CCCCC3)CC2C2CCCCC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CC3(CCCCC3)C3CCCCC23)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CC3CCCCC3C2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CC3[CH]CCC4C(C5CCCCC5)CCC(C2C)C34)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CC3[CH]CCC4CCCC(C2C)C34)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CCC(C3CCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CCC(CC(C)(C)CC3CCCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CCC(CC3CCCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CCC(CCC(C)CCC3CCCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CCCC(C(C)C3CCCCC3)C2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CC2CC(C(C)C3CCCCC3)C3CCCCC23)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CC2CCC(CC(C)CC3CCCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CCC2CCCCC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CCCCCCCCC(C)CCC2CCCCC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)CCCCC(C)CCC(C)CCC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)CCC(C)C(CC(C)[CH]CC(C)[CH]CC(C)[CH]CC2CCC3CCCCC23)CCC(C)[C](CC(C)C2CCCCC2)CC(C)[CH]CC(C)[CH]CC(C)CCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)(C)C2CCCC(C3CCCCC3)C2)CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)C2CCC(C)C(C3CCCCC3)C2)CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)C2CCC(CC3CCCCC3)CC2)CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)C2CCC3CCCCC3C2)CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)CC2CCCC(C3CCCCC3)C2)CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[C](CC2CCCCC2)CC(C)[CH]CCCC(C)[CH]CC(C)[CH]C1,1
CC1[CH]CCC1,1
CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)CCC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)CCC(C)[CH]C1,1
CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCC(C3CCCCC3)CC2)CC(C)[CH]C1,1
CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCC(C3CCCCC3)CC2)CC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
CC1[CH]CCCC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
CC1[CH]CCC[CH]C[CH][C]2[CH]C[CH]C(C2)C(C)C(C)C2CCCC[C]2C(C)C[C](CCC2C[CH][CH]CC2)[CH][CH]C1,1
CC1[CH][CH]C1,1
CC1[CH][CH]CC(CCC2CCCCC2)C1,1
CC1[CH][CH]CC[CH]C(C)CC([CH]C[C]2C[CH][CH]CC2)CC(C)[C]2CCCCC2C(C)C(C)C2[CH]CC[C](C[CH]CCCCCC[CH]C[CH]1)C2,1
CC1[CH][C](C2CCCCC2)CC2CCCCC2C1,1
CC1[CH][C](CC2CCCC2)CC1,1
CC1[CH][C]2CCCC[C]2C1,1
CC1[CH][C]2C[C]3CC4CCCCC4CC3C(C)C2C(C)C1,1
CC1[C](C[CH]CCC2CCCCC2)CCCC2CCC[CH]C21,1
[CH](C1CCCC1)C1CCC(C2CCCC3CCCC32)C1,1
[CH](C1CCCCC1)C1CCCC1,1
[CH](CC1CCCCC1)C(C1CCCCC1)C1CCCCC1,1
[CH](CC1CCCCC1)C1CCCCC1,1
[CH](CC1C[CH]C(C2CCCCC2)CC1)CC1CCCCC1,1
[CH](CCC1CCCCC1)CC1CCCCC1,1
[CH](CCCCC1CCCCC1)CC1CCCCC1,1
[CH]([CH]C1CCC2CCCCC2C1)CC1CCCC1,1
[CH]1CC1C1CCCCC1,1
[CH]1CC2CCCCC2CC2CCCCC12,1
[CH]1CC2CC[C]1C[C]2[CH]C1CCCC2CCCCC12,1
[CH]1CCC([C]2CCCC[C]2CCCC2CCCCC2)C1,1
[CH]1CCC2CC(CCC3CCCC(C4CCCCC4)C3)CCC12,1
[CH]1CCC2CCC3CCCC3C12,1
[CH]1CCC2CCCC2C1,1
[CH]1CCC2[C](C1)C[CH][C]1[C]3CC[CH]C3CC[C]12,1
[CH]1CCC2[C](C1)C[CH][C]1[C]3CC[CH]C3[CH]C[C]12,1
[CH]1CCC2[C]([CH][CH][C]3[C]4CC[CH]C4CC[C]32)C1,1
[CH]1CCC2[C]3CC4CCCC5C[C]1C2(CCC3CC1CCC1)C45,1
[CH]1CCC2[C]3CCC4[C](CCC4C4CCCCC4)[C]3CCC2C1,1
[CH]1CCCC1,1
[CH]1CCCCC2CCCCC12,1
[CH]1CCCC[C]1CC1CCCC2CCCC21,1
[CH]1CC[C]2CC3CCC4CCCC([C]2C1)C43,1
[CH]1C[C]1C1CCCC2CCCC21,1
[CH]1[CH]C1,1
[CH]1[CH]C2CC[C]3[C](CCC4CCCCC34)[C]2C1,1
[CH]1[CH]CC2CCCCC2C1,1
[CH]1[CH]CCC[CH]1,1
[CH]1[CH]C[C](C2CCC3CCC(C4CCCC4)CC32)[CH]1,1
[CH]1[CH]C[C](C2CCC3CCCCC32)C1,1
[CH]1[CH]C[C](C2CCC3[CH]CCCCC32)C1,1
[CH]1[CH][CH][C](C2CCCC(CC3CCC(C4CCCCC4)C3)C2)C[CH]1,1
[CH]1[CH][CH][C](C2CCCC(CC3CCC(C[C]4CCCC4)CC3)C2)C[CH]1,1
[CH]1[CH][CH][C](C2CCCC(CC3CCCCC3)C2)C[CH]1,1
[CH]1[CH][CH][C](CC2[CH][CH][CH]C2)C[CH]1,1
[CH]1[CH][CH][C](C[C]2[CH]C[CH][C](C[C]3[CH]C[CH][CH]C3)[CH]2)C[CH]1,1
[CH]1[CH][CH][C](C[C]2[CH]C[CH][C](C[C]3[CH][CH][CH][CH]C3)[CH]2)C[CH]1,1
[CH]1[CH][C](C[C]2[CH]C[CH][C](C[C]3[CH]CC[CH]C3)[CH]2)CCC1,1
[CH]1[CH][C]2CC3CCCCC3C[C]2C1,1
[CH]1[CH][C]2[CH]C[CH]CC2CC1,1
[CH]1[C]2CCCC1C1CCCCC1C2,1
