threshold,f1,kappa
0.3,0.7988165680473372,0.5561812132070643
0.31,0.7952522255192879,0.549635254468666
0.32,0.7916666666666666,0.5430887372013652
0.33,0.7904191616766467,0.5430497482720369
0.34,0.7951807228915663,0.556067588325653
0.35000000000000003,0.7878787878787878,0.5429717504480669
0.36000000000000004,0.7926829268292683,0.5559918060771594
0.37000000000000005,0.7975460122699386,0.5690140845070422
0.38000000000000006,0.804953560371517,0.5885516711486747
0.39000000000000007,0.8,0.5819672131147541
0.4000000000000001,0.8012618296529969,0.5884462661713847
0.4100000000000001,0.8,0.5884111191767368
0.4200000000000001,0.8076923076923077,0.6079603689784763
0.4300000000000001,0.8064516129032258,0.6079268813530366
0.4400000000000001,0.8104575163398693,0.6209312259718069
0.4500000000000001,0.8065573770491803,0.6143790849673203
0.46000000000000013,0.8092105263157895,0.6208988380041012
0.47000000000000014,0.8,0.6077593573748077
0.48000000000000015,0.8,0.6077593573748077
0.49000000000000016,0.7986348122866894,0.6141813052955507
0.5000000000000002,0.7986348122866894,0.6141813052955507
