threshold,f1,kappa
0.3,0.8058823529411765,0.5692714553830405
0.31,0.8058823529411765,0.5692714553830405
0.32,0.8058823529411765,0.5692714553830405
0.33,0.8058823529411765,0.5692714553830405
0.34,0.8058823529411765,0.5692714553830405
0.35000000000000003,0.8058823529411765,0.5692714553830405
0.36000000000000004,0.8058823529411765,0.5692714553830405
0.37000000000000005,0.8143322475570033,0.6274828072273717
0.38000000000000006,0.8143322475570033,0.6274828072273717
0.39000000000000007,0.8143322475570033,0.6274828072273717
0.4000000000000001,0.8143322475570033,0.6274828072273717
0.4100000000000001,0.8140350877192982,0.653298559151738
0.4200000000000001,0.8134328358208955,0.6726852644189629
0.4300000000000001,0.8134328358208955,0.6726852644189629
0.4400000000000001,0.8134328358208955,0.6726852644189629
0.4500000000000001,0.8134328358208955,0.6726852644189629
0.46000000000000013,0.8134328358208955,0.6726852644189629
0.47000000000000014,0.8134328358208955,0.6726852644189629
0.48000000000000015,0.8134328358208955,0.6726852644189629
0.49000000000000016,0.8134328358208955,0.6726852644189629
0.5000000000000002,0.8134328358208955,0.6726852644189629
