accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.6887417218543046,0.9242424242424242,0.4066666666666667,0.5648148148148148,0.37515407642190524,0.8289035087719299,0.9671052631578947,0.4066666666666667,0.4522162217001726,61,5,147,89
