threshold,f1,kappa
0.3,0.7142857142857143,0.27068437180796734
0.31,0.7142857142857143,0.27068437180796734
0.32,0.7142857142857143,0.27068437180796734
0.33,0.7142857142857143,0.27068437180796734
0.34,0.7142857142857143,0.27068437180796734
0.35000000000000003,0.7142857142857143,0.27068437180796734
0.36000000000000004,0.7142857142857143,0.27068437180796734
0.37000000000000005,0.7142857142857143,0.27068437180796734
0.38000000000000006,0.7142857142857143,0.27068437180796734
0.39000000000000007,0.7142857142857143,0.27068437180796734
0.4000000000000001,0.7142857142857143,0.27068437180796734
0.4100000000000001,0.7081081081081081,0.2960722501491011
0.4200000000000001,0.7081081081081081,0.2960722501491011
0.4300000000000001,0.7081081081081081,0.2960722501491011
0.4400000000000001,0.7081081081081081,0.2960722501491011
0.4500000000000001,0.7081081081081081,0.2960722501491011
0.46000000000000013,0.7081081081081081,0.2960722501491011
0.47000000000000014,0.7081081081081081,0.2960722501491011
0.48000000000000015,0.7081081081081081,0.2960722501491011
0.49000000000000016,0.6862170087976539,0.3017274472168907
0.5000000000000002,0.6862170087976539,0.3017274472168907
