variant,base_model,calibration,threshold_objective,threshold,internal_auroc_mean,internal_auroc_std,internal_accuracy_mean,internal_accuracy_std,internal_f1_mean,internal_f1_std,internal_kappa_mean,internal_kappa_std,external_auroc,external_accuracy,external_f1,external_kappa,coverage
knn_mean_r2_jaccard__cal_sigmoid__thr_kappa,knn_mean_r2_jaccard,sigmoid,kappa,0.48000000000000015,0.8908065618591934,0.00362494932255585,0.7973856209150327,0.009243225897863411,0.7727564102564102,0.02674314108333736,0.5953493458580013,0.018118662054543808,0.85625,0.7582781456953642,0.7286245353159851,0.5158768501032105,1.0
knn_mean_r2_jaccard__cal_isotonic__thr_f1,knn_mean_r2_jaccard,isotonic,f1,0.4000000000000001,0.8828178400546822,0.0012687322628944806,0.7973856209150327,0.009243225897863411,0.7727564102564102,0.02674314108333736,0.5953493458580013,0.018118662054543808,0.8471929824561404,0.7582781456953642,0.7286245353159851,0.5158768501032105,1.0
ens_r2_b1024_dice_k31_25_15_isotonic_thr040,protected_baseline,isotonic,fixed,0.4,0.8817071086807929,0.0016312271951500579,0.7973856209150327,0.009243225897863411,0.7727564102564102,0.02674314108333736,0.5953493458580013,0.018118662054543808,0.8516008771929825,0.7615894039735099,0.7313432835820896,0.522487702037948,1.0
knn_mean_r3__cal_isotonic__thr_kappa,knn_mean_r3,isotonic,kappa,0.48000000000000015,0.8828178400546822,0.0006645740424686235,0.8006535947712419,0.0046216129489316665,0.7727021040974529,0.01840200371858676,0.601956315297111,0.00896415611773457,0.8491666666666666,0.7450331125827815,0.7003891050583657,0.4890802829898493,1.0
weighted_knn_r2__cal_sigmoid__thr_kappa,weighted_knn_r2,sigmoid,kappa,0.5000000000000002,0.8945659603554341,0.001933306305363104,0.7973856209150327,0.009243225897863411,0.7712892741061754,0.024668297241827526,0.5953827906194675,0.01816596008979959,0.8566008771929825,0.7549668874172185,0.7196969696969697,0.5091372342294851,1.0
meta_logreg_knn_plus_lgbm__cal_isotonic__thr_f1,meta_logreg_knn_plus_lgbm,isotonic,f1,0.37000000000000005,0.8913619275461382,0.0001812474661276708,0.803921568627451,0.046216129489316825,0.7690710949662688,0.0758357039155266,0.608612012036888,0.09183795151022275,0.8477192982456141,0.7549668874172185,0.7196969696969697,0.5091372342294851,1.0
meta_logreg_knn_plus_lgbm__cal_isotonic__thr_kappa,meta_logreg_knn_plus_lgbm,isotonic,kappa,0.37000000000000005,0.8913619275461382,0.0001812474661276708,0.803921568627451,0.046216129489316825,0.7690710949662688,0.0758357039155266,0.608612012036888,0.09183795151022275,0.8477192982456141,0.7549668874172185,0.7196969696969697,0.5091372342294851,1.0
distance_inverse_knn_r2__cal_isotonic__thr_f1,distance_inverse_knn_r2,isotonic,f1,0.4000000000000001,0.888755980861244,0.010391521391326595,0.7941176470588236,0.03235129064252174,0.7678206644446834,0.04949215294618242,0.5888538333813268,0.06433591229651228,0.849407894736842,0.7682119205298014,0.7407407407407407,0.5357927097057532,1.0
distance_inverse_knn_r2__cal_isotonic__thr_kappa,distance_inverse_knn_r2,isotonic,kappa,0.4000000000000001,0.888755980861244,0.010391521391326595,0.7941176470588236,0.03235129064252174,0.7678206644446834,0.04949215294618242,0.5888538333813268,0.06433591229651228,0.849407894736842,0.7682119205298014,0.7407407407407407,0.5357927097057532,1.0
weighted_knn_r2__cal_isotonic__thr_f1,weighted_knn_r2,isotonic,f1,0.4000000000000001,0.8829032809295967,0.0030812069241724447,0.7941176470588236,0.01386483884679508,0.7644449373405788,0.03434765112118303,0.5889149868281811,0.027312815930204886,0.848969298245614,0.7516556291390728,0.7126436781609196,0.5024383814419402,1.0
weighted_knn_r2__cal_isotonic__thr_kappa,weighted_knn_r2,isotonic,kappa,0.4000000000000001,0.8829032809295967,0.0030812069241724447,0.7941176470588236,0.01386483884679508,0.7644449373405788,0.03434765112118303,0.5889149868281811,0.027312815930204886,0.848969298245614,0.7516556291390728,0.7126436781609196,0.5024383814419402,1.0
hybrid_knn_prob_lgbm__cal_sigmoid__thr_f1,hybrid_knn_prob_lgbm,sigmoid,f1,0.3,0.8559894053315106,0.04198899631960441,0.7549019607843137,0.04159451654038516,0.761611030478955,0.04361689143748667,0.5096438760021809,0.08312857016986026,0.8225657894736843,0.7483443708609272,0.7432432432432432,0.49657834707843485,1.0
hybrid_knn_prob_lgbm__cal_sigmoid__thr_kappa,hybrid_knn_prob_lgbm,sigmoid,kappa,0.3,0.8559894053315106,0.04198899631960441,0.7549019607843137,0.04159451654038516,0.761611030478955,0.04361689143748667,0.5096438760021809,0.08312857016986026,0.8225657894736843,0.7483443708609272,0.7432432432432432,0.49657834707843485,1.0
concat_r2_desc_logreg__cal_isotonic__thr_kappa,concat_r2_desc_logreg,isotonic,kappa,0.49000000000000016,0.8674812030075187,0.0065249087806003876,0.7843137254901961,0.0,0.7546941247728649,0.020557919743763968,0.5693079969888377,0.00041565501790600954,0.7445394736842107,0.6887417218543046,0.6384615384615384,0.3763620386643234,1.0
hybrid_knn_prob_lgbm__cal_none__thr_f1,hybrid_knn_prob_lgbm,none,f1,0.3,0.8559894053315106,0.04198899631960441,0.738562091503268,0.05545935538718024,0.7517746913580247,0.050523216001446235,0.4767822068570656,0.11105308984847725,0.8226973684210527,0.7450331125827815,0.7458745874587459,0.4901109503135552,1.0
hybrid_knn_prob_lgbm__cal_none__thr_kappa,hybrid_knn_prob_lgbm,none,kappa,0.3,0.8559894053315106,0.04198899631960441,0.738562091503268,0.05545935538718024,0.7517746913580247,0.050523216001446235,0.4767822068570656,0.11105308984847725,0.8226973684210527,0.7450331125827815,0.7458745874587459,0.4901109503135552,1.0
hybrid_knn_prob_lgbm__cal_isotonic__thr_f1,hybrid_knn_prob_lgbm,isotonic,f1,0.3,0.8043403964456597,0.05654920943187019,0.7320261437908497,0.06470258128504357,0.75,0.06036277400372972,0.4635710620831196,0.12952135499414963,0.7801754385964912,0.7417218543046358,0.7450980392156863,0.4835569586950802,1.0
hybrid_knn_prob_lgbm__cal_isotonic__thr_kappa,hybrid_knn_prob_lgbm,isotonic,kappa,0.3,0.8043403964456597,0.05654920943187019,0.7320261437908497,0.06470258128504357,0.75,0.06036277400372972,0.4635710620831196,0.12952135499414963,0.7801754385964912,0.7417218543046358,0.7450980392156863,0.4835569586950802,1.0
knn_mean_r2_jaccard__cal_isotonic__thr_kappa,knn_mean_r2_jaccard,isotonic,kappa,0.4300000000000001,0.8828178400546822,0.0012687322628944806,0.7875816993464053,0.01386483884679508,0.7475170515735312,0.037060281220498745,0.5760450803261725,0.027289533323557467,0.8471929824561404,0.7384105960264901,0.6827309236947792,0.47562530221108623,1.0
lgbm_morgan_r2_plus_knn_probs__cal_isotonic__thr_f1,lgbm_morgan_r2_plus_knn_probs,isotonic,f1,0.3,0.803485987696514,0.0768489256381825,0.6470588235294117,0.16637806616154055,0.7267839139688586,0.0641600193526497,0.291094064120199,0.3367761580662107,0.8289035087719299,0.7715231788079471,0.7315175097276264,0.542162850990904,1.0
lgbm_morgan_r2_plus_knn_probs__cal_none__thr_f1,lgbm_morgan_r2_plus_knn_probs,none,f1,0.5000000000000002,0.8281356801093642,0.060717901152809284,0.6437908496732025,0.16175645321260887,0.7258011323036333,0.06277015619283653,0.284493555113945,0.32744162871100047,0.8536403508771929,0.7748344370860927,0.7424242424242424,0.5489369179406081,1.0
lgbm_morgan_r2_plus_knn_probs__cal_none__thr_kappa,lgbm_morgan_r2_plus_knn_probs,none,kappa,0.5000000000000002,0.8281356801093642,0.060717901152809284,0.6437908496732025,0.16175645321260887,0.7258011323036333,0.06277015619283653,0.284493555113945,0.32744162871100047,0.8536403508771929,0.7748344370860927,0.7424242424242424,0.5489369179406081,1.0
lgbm_morgan_r2_plus_knn_probs__cal_sigmoid__thr_f1,lgbm_morgan_r2_plus_knn_probs,sigmoid,f1,0.32,0.8281356801093642,0.060717901152809284,0.6437908496732025,0.16175645321260887,0.7258011323036333,0.06277015619283653,0.284493555113945,0.32744162871100047,0.8536403508771929,0.7748344370860927,0.7424242424242424,0.5489369179406081,1.0
lgbm_morgan_r2_plus_knn_probs__cal_sigmoid__thr_kappa,lgbm_morgan_r2_plus_knn_probs,sigmoid,kappa,0.35000000000000003,0.8281356801093642,0.060717901152809284,0.6274509803921569,0.13864838846795047,0.6596734818431492,0.030748463936247413,0.2528455675988359,0.2826846155453188,0.8536403508771929,0.7019867549668874,0.5909090909090909,0.40184859154929575,1.0
lgbm_morgan_r2_plus_knn_probs__cal_isotonic__thr_kappa,lgbm_morgan_r2_plus_knn_probs,isotonic,kappa,0.49000000000000016,0.803485987696514,0.0768489256381825,0.6339869281045751,0.1109187107743604,0.6504182754182755,0.06120068344246507,0.26637351498198053,0.2269744974238795,0.8289035087719299,0.6887417218543046,0.5648148148148148,0.37515407642190524,1.0
