threshold,f1,kappa
0.3,0.7632311977715878,0.44572305331799
0.31,0.7653631284916201,0.45222061205353337
0.32,0.7696629213483146,0.4652173913043478
0.33,0.7670454545454546,0.4651261937244202
0.34,0.7621776504297995,0.4585340894555068
0.35000000000000003,0.7621776504297995,0.4585340894555068
0.36000000000000004,0.7558139534883721,0.4518935516888434
0.37000000000000005,0.7580174927113703,0.45839553034503344
0.38000000000000006,0.7602339181286549,0.46489806363558817
0.39000000000000007,0.7633136094674556,0.47786025083184025
0.4000000000000001,0.7771084337349398,0.5168970814132106
0.4100000000000001,0.7720364741641338,0.5103059787479196
0.4200000000000001,0.774390243902439,0.5168146124957322
0.4300000000000001,0.7791411042944786,0.5298335467349551
0.4400000000000001,0.7839506172839507,0.5428547037732627
0.4500000000000001,0.7863777089783281,0.549366116019977
0.46000000000000013,0.7912772585669782,0.5623906083244397
0.47000000000000014,0.7873015873015873,0.5622784918228789
0.48000000000000015,0.7859424920127795,0.5622411068881581
0.49000000000000016,0.7961165048543689,0.5883056421646095
0.5000000000000002,0.7987012987012987,0.5948231676063558
