source_csv,source_name,model_group,row_index,metric,score
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_isotonic__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_isotonic__thr_kappa.csv,confirmed_models,0,tn,128.0
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_isotonic__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_isotonic__thr_kappa.csv,confirmed_models,0,fn,56.0
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,accuracy,0.7350993377483444
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,precision,0.7058823529411765
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,recall,0.8
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,f1,0.75
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,kappa,0.4706397896581945
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,auroc,0.8207456140350877
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,specificity,0.6710526315789473
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,sensitivity,0.8
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,mcc,0.4748160945778248
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,tp,120.0
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,fp,50.0
