accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn,source_csv,source_name,model_group,row_index,metric,mean,std,model_name,n_train,n_test,overlap_removed,optuna_best_cv_auroc,representation,fold,auc,acc,se,split,auprc
0.7649006622516556,0.8495575221238938,0.64,0.7300380228136882,0.5290163862408295,0.8459868421052632,0.8881578947368421,0.64,0.5457089487114044,96.0,17.0,135.0,54.0,confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_isotonic__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_isotonic__thr_f1.csv,confirmed_models,0,,,,,,,,,,,,,,,
0.7649006622516556,0.8495575221238938,0.64,0.7300380228136882,0.5290163862408295,0.8459868421052632,0.8881578947368421,0.64,0.5457089487114044,96.0,17.0,135.0,54.0,confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_isotonic__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_isotonic__thr_kappa.csv,confirmed_models,0,,,,,,,,,,,,,,,
0.7549668874172185,0.7676056338028169,0.7266666666666667,0.7465753424657534,0.5097402597402598,0.8564912280701754,0.7828947368421053,0.7266666666666667,0.510457730329046,109.0,33.0,119.0,41.0,confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_none__thr_f1.csv,confirmed_models,0,,,,,,,,,,,,,,,
0.7582781456953642,0.7984496124031008,0.6866666666666666,0.7383512544802867,0.5160893805698231,0.8564912280701754,0.8289473684210527,0.6866666666666666,0.5211638061940255,103.0,26.0,126.0,47.0,confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_none__thr_kappa.csv,confirmed_models,0,,,,,,,,,,,,,,,
0.7549668874172185,0.7676056338028169,0.7266666666666667,0.7465753424657534,0.5097402597402598,0.8564912280701754,0.7828947368421053,0.7266666666666667,0.510457730329046,109.0,33.0,119.0,41.0,confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_sigmoid__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_sigmoid__thr_f1.csv,confirmed_models,0,,,,,,,,,,,,,,,
0.7649006622516556,0.7969924812030075,0.7066666666666667,0.7491166077738516,0.529429838037133,0.8564912280701754,0.8223684210526315,0.7066666666666667,0.5328227109365465,106.0,27.0,125.0,44.0,confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_sigmoid__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__challenger_proxy_meta_logreg_knn_plus_lgbm__cal_sigmoid__thr_kappa.csv,confirmed_models,0,,,,,,,,,,,,,,,
0.6225165562913907,0.62,0.62,0.62,0.245,0.6466666666666667,0.625,0.62,0.245,93.0,57.0,95.0,57.0,confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__descriptor_logreg__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__descriptor_logreg__cal_none__thr_f1.csv,confirmed_models,0,,,,,,,,,,,,,,,
0.7649006622516556,0.8062015503875969,0.6933333333333334,0.7455197132616488,0.529347205759691,0.8469298245614034,0.8355263157894737,0.6933333333333334,0.5345519883538243,104.0,25.0,127.0,46.0,confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__knn_r2_2048_mean__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__knn_r2_2048_mean__cal_none__thr_f1.csv,confirmed_models,0,,,,,,,,,,,,,,,
0.7516556291390728,0.7862595419847328,0.6866666666666666,0.7330960854092526,0.5028752030200606,0.8596052631578948,0.8157894736842105,0.6866666666666666,0.5069111901341865,103.0,28.0,124.0,47.0,confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__knn_r2r3_concat_1024_mean__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__knn_r2r3_concat_1024_mean__cal_none__thr_f1.csv,confirmed_models,0,,,,,,,,,,,,,,,
0.6721854304635762,0.6491228070175439,0.74,0.6915887850467289,0.3449454449848823,0.7309649122807018,0.6052631578947368,0.74,0.3483244490866198,111.0,60.0,92.0,39.0,confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__lgbm_descriptors_only__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__lgbm_descriptors_only__cal_none__thr_f1.csv,confirmed_models,0,,,,,,,,,,,,,,,
