source_csv,model_group,primary_metric,best_primary_score,num_rows
confirmed_models/results_full_coverage_improvements/experiments/meta_logreg_knn_plus_lgbm/internal_summary__meta_logreg_knn_plus_lgbm__cal_sigmoid__thr_kappa.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/stacking_combo_logreg/internal_summary__stacking_combo_logreg__cal_isotonic__thr_f1.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/stacking_combo_logreg/internal_summary__stacking_combo_logreg__cal_isotonic__thr_kappa.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/stacking_combo_logreg/internal_summary__stacking_combo_logreg__cal_none__thr_f1.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/stacking_combo_logreg/internal_summary__stacking_combo_logreg__cal_none__thr_kappa.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/stacking_combo_logreg/internal_summary__stacking_combo_logreg__cal_sigmoid__thr_f1.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/stacking_combo_logreg/internal_summary__stacking_combo_logreg__cal_sigmoid__thr_kappa.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/weighted_knn_r2/internal_summary__weighted_knn_r2__cal_isotonic__thr_f1.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/weighted_knn_r2/internal_summary__weighted_knn_r2__cal_isotonic__thr_kappa.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/weighted_knn_r2/internal_summary__weighted_knn_r2__cal_none__thr_f1.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/weighted_knn_r2/internal_summary__weighted_knn_r2__cal_none__thr_kappa.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/weighted_knn_r2/internal_summary__weighted_knn_r2__cal_sigmoid__thr_f1.csv,confirmed_models,,,4
confirmed_models/results_full_coverage_improvements/experiments/weighted_knn_r2/internal_summary__weighted_knn_r2__cal_sigmoid__thr_kappa.csv,confirmed_models,,,4
noteworthy_models/nephrotox_fixed/results/cv_metrics.csv,nephrotox_fixed,auc,0.9871431028551771,5
noteworthy_models/nephrotox_fixed/results/external_metrics.csv,nephrotox_fixed,auc,0.7594292803970223,2
noteworthy_models/nephrotox_fixed/results/cv_summary.csv,nephrotox_fixed,,,7
noteworthy_models/nephrotox_project_plus/outputs_compare/leaderboard.csv,nephrotox_project_plus,auroc,0.7278508771929824,3
