threshold,f1,kappa
0.3,0.7844311377245509,0.529994026794095
0.31,0.7854984894259819,0.5364625560059739
0.32,0.7804878048780488,0.5298736770228747
0.33,0.7804878048780488,0.5298736770228747
0.34,0.7767584097859327,0.5233238018010328
0.35000000000000003,0.7801857585139319,0.536304264310411
0.36000000000000004,0.7836990595611285,0.5492891602271271
0.37000000000000005,0.7911392405063291,0.5688300597779676
0.38000000000000006,0.7834394904458599,0.5557263643351269
0.39000000000000007,0.7845659163987139,0.5622037155669443
0.4000000000000001,0.7896440129449838,0.575235980011105
0.4100000000000001,0.8,0.6013071895424836
0.4200000000000001,0.7920792079207921,0.5882001110778827
0.4300000000000001,0.7947019867549668,0.5947193027428864
0.4400000000000001,0.7947019867549668,0.5947193027428864
0.4500000000000001,0.7973421926910299,0.6012390514847255
0.46000000000000013,0.8,0.6077593573748077
0.47000000000000014,0.802675585284281,0.6142802204845532
0.48000000000000015,0.8108108108108109,0.6338461538461538
0.49000000000000016,0.8135593220338984,0.6403692465489979
0.5000000000000002,0.815068493150685,0.6468627115746282
