variant,calibration,threshold_objective,threshold,external_auroc,external_accuracy,external_f1,external_kappa
knn_mean_r2_jaccard__cal_none__thr_f1,none,f1,0.5000000000000002,0.85625,0.7682119205298014,0.7602739726027398,0.5362407862407863
knn_mean_r2_jaccard__cal_none__thr_kappa,none,kappa,0.5000000000000002,0.85625,0.7682119205298014,0.7602739726027398,0.5362407862407863
knn_mean_r2_jaccard__cal_isotonic__thr_f1,isotonic,f1,0.4000000000000001,0.8471929824561404,0.7582781456953642,0.7286245353159851,0.5158768501032105
knn_mean_r2_jaccard__cal_isotonic__thr_kappa,isotonic,kappa,0.4300000000000001,0.8471929824561404,0.7384105960264901,0.6827309236947792,0.47562530221108623
knn_mean_r2_jaccard__cal_sigmoid__thr_f1,sigmoid,f1,0.4500000000000001,0.85625,0.7682119205298014,0.7535211267605634,0.5360779494382022
knn_mean_r2_jaccard__cal_sigmoid__thr_kappa,sigmoid,kappa,0.48000000000000015,0.85625,0.7582781456953642,0.7286245353159851,0.5158768501032105
