accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7682119205298014,0.7985074626865671,0.7133333333333334,0.7535211267605634,0.5360779494382022,0.85625,0.8223684210526315,0.7133333333333334,0.5391175281290937,107,27,125,43
