threshold,f1,kappa
0.3,0.773109243697479,0.47176164698861944
0.31,0.7740112994350282,0.4782163867337369
0.32,0.7828571428571428,0.5042210283960091
0.33,0.782608695652174,0.5106401125847584
0.34,0.7787610619469026,0.5105148658448151
0.35000000000000003,0.7820895522388059,0.5234864968642007
0.36000000000000004,0.7891566265060241,0.543010752688172
0.37000000000000005,0.7963525835866262,0.5625400076814748
0.38000000000000006,0.7901234567901234,0.5559159979511696
0.39000000000000007,0.782608695652174,0.5428156748911466
0.4000000000000001,0.7974683544303798,0.5818958155422715
0.4100000000000001,0.7936507936507936,0.5753448054998078
0.4200000000000001,0.8025889967637541,0.6013753043181139
0.4300000000000001,0.8026315789473685,0.6078263841421736
0.4400000000000001,0.8013245033112583,0.6077928736221481
0.4500000000000001,0.8,0.6077593573748077
0.46000000000000013,0.8013468013468014,0.6142472543908379
0.47000000000000014,0.8,0.6142142826616521
0.48000000000000015,0.7986348122866894,0.6141813052955507
0.49000000000000016,0.7931034482758621,0.6075916901769685
0.5000000000000002,0.7916666666666666,0.6075581395348837
