variant,calibration,threshold_objective,threshold,external_auroc,external_accuracy,external_f1,external_kappa
descriptor_logreg__cal_none__thr_f1,none,f1,0.4500000000000001,0.7180263157894736,0.6721854304635762,0.6732673267326733,0.34442836468885674
descriptor_logreg__cal_none__thr_kappa,none,kappa,0.4500000000000001,0.7180263157894736,0.6721854304635762,0.6732673267326733,0.34442836468885674
descriptor_logreg__cal_isotonic__thr_f1,isotonic,f1,0.34,0.7166447368421052,0.6655629139072847,0.6688524590163935,0.33124314843236136
descriptor_logreg__cal_isotonic__thr_kappa,isotonic,kappa,0.46000000000000013,0.7166447368421052,0.6887417218543046,0.6642857142857143,0.37690956979806844
descriptor_logreg__cal_sigmoid__thr_f1,sigmoid,f1,0.4300000000000001,0.7180263157894736,0.6721854304635762,0.6688963210702341,0.3443133470766262
descriptor_logreg__cal_sigmoid__thr_kappa,sigmoid,kappa,0.46000000000000013,0.7180263157894736,0.6887417218543046,0.6642857142857143,0.37690956979806844
