accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7317880794701986,0.6864864864864865,0.8466666666666667,0.7582089552238805,0.46437486314867527,0.8228947368421053,0.618421052631579,0.8466666666666667,0.4773352427321883,127,58,94,23
