variant,calibration,threshold_objective,threshold,external_auroc,external_accuracy,external_f1,external_kappa
distance_exponential_knn_r2__cal_none__thr_f1,none,f1,0.4300000000000001,0.8479166666666667,0.7549668874172185,0.7658227848101266,0.5102559607293127
distance_exponential_knn_r2__cal_none__thr_kappa,none,kappa,0.4300000000000001,0.8479166666666667,0.7549668874172185,0.7658227848101266,0.5102559607293127
distance_exponential_knn_r2__cal_isotonic__thr_f1,isotonic,f1,0.33,0.8406140350877194,0.7649006622516556,0.7360594795539034,0.5291404980455883
distance_exponential_knn_r2__cal_isotonic__thr_kappa,isotonic,kappa,0.33,0.8406140350877194,0.7649006622516556,0.7360594795539034,0.5291404980455883
distance_exponential_knn_r2__cal_sigmoid__thr_f1,sigmoid,f1,0.48000000000000015,0.8479166666666667,0.7682119205298014,0.75,0.5359964881474979
distance_exponential_knn_r2__cal_sigmoid__thr_kappa,sigmoid,kappa,0.48000000000000015,0.8479166666666667,0.7682119205298014,0.75,0.5359964881474979
