threshold,f1,kappa,balanced_accuracy
0.3,0.7730061349693251,0.5167733674775927,0.7586295283663704
0.31,0.7801857585139319,0.536304264310411,0.7683697881066303
0.32,0.7861635220125787,0.5558022372128768,0.7780673274094326
0.33,0.7861635220125787,0.5558022372128768,0.7780673274094326
0.34,0.7861635220125787,0.5558022372128768,0.7780673274094326
0.35000000000000003,0.7873015873015873,0.5622784918228789,0.7812713602187287
0.36000000000000004,0.7898089171974523,0.568793235972329,0.784518113465482
0.37000000000000005,0.7859424920127795,0.5622411068881581,0.7812286397812713
0.38000000000000006,0.7859424920127795,0.5622411068881581,0.7812286397812713
0.39000000000000007,0.7806451612903226,0.5556504655334416,0.7778964456596036
0.4000000000000001,0.7806451612903226,0.5556504655334416,0.7778964456596036
0.4100000000000001,0.7727272727272727,0.5425422860071758,0.7713174982911826
0.4200000000000001,0.7712418300653595,0.5425032037590773,0.7712747778537252
0.4300000000000001,0.7672131147540984,0.5359477124183006,0.7679853041695147
0.4400000000000001,0.7631578947368421,0.5293916609706083,0.7646958304853042
0.4500000000000001,0.7631578947368421,0.5293916609706083,0.7646958304853042
0.46000000000000013,0.7682119205298014,0.5424250192258395,0.7711893369788108
0.47000000000000014,0.770764119601329,0.5489425336466567,0.7744360902255639
0.48000000000000015,0.7744107744107744,0.5619417973590872,0.7808868762816131
0.49000000000000016,0.782312925170068,0.5815026925378237,0.7906271360218728
0.5000000000000002,0.7781569965870307,0.5749455058340813,0.7873376623376623
0.5100000000000002,0.7781569965870307,0.5749455058340813,0.7873376623376623
0.5200000000000002,0.7808219178082192,0.5814669174217815,0.7905844155844156
0.5300000000000002,0.7835051546391752,0.5879888865142124,0.7938311688311688
0.5400000000000003,0.7835051546391752,0.5879888865142124,0.7938311688311688
0.5500000000000003,0.7889273356401384,0.6010344974992519,0.8003246753246753
