run,auroc,accuracy,f1,kappa,recall,specificity
0,0.9153280929596719,0.8169934640522876,0.825,0.6337835527440588,0.8571428571428571,0.7763157894736842
1,0.9137047163362952,0.8235294117647058,0.8163265306122449,0.6472547177866963,0.7792207792207793,0.868421052631579
