accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7682119205298014,0.8225806451612904,0.68,0.7445255474452555,0.5358742425573022,0.8428070175438598,0.8552631578947368,0.68,0.54401882954922,102,22,130,48
