accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.6986754966887417,0.6903225806451613,0.7133333333333334,0.7016393442622951,0.3974566980925236,0.7920394736842105,0.6842105263157895,0.7133333333333334,0.39767469521615,107,48,104,43
