accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7682119205298014,0.7702702702702703,0.76,0.7651006711409396,0.5363628388455128,0.8446929824561402,0.7763157894736842,0.76,0.5364099047309628,114,34,118,36
