accuracy,precision,recall,f1,kappa,auroc,specificity,sensitivity,mcc,tp,fp,tn,fn
0.7649006622516556,0.7969924812030075,0.7066666666666667,0.7491166077738516,0.529429838037133,0.8564912280701754,0.8223684210526315,0.7066666666666667,0.5328227109365465,106,27,125,44
