threshold,f1,kappa,balanced_accuracy
0.3,0.7526315789473684,0.38758303525804805,0.6944207108680793
0.31,0.7647058823529411,0.42652696141068225,0.7139012303485988
0.32,0.7629427792915532,0.4328746112223595,0.7170198222829802
0.33,0.7658402203856749,0.4458175310009801,0.7234706083390294
0.34,0.7541899441340782,0.42613587929417773,0.7135594668489406
0.35000000000000003,0.7605633802816901,0.445628543416173,0.7232997265892003
0.36000000000000004,0.7564469914040115,0.4454867181170853,0.7231715652768285
0.37000000000000005,0.7572254335260116,0.45194029850746265,0.7263755980861244
0.38000000000000006,0.7580174927113703,0.45839553034503344,0.7295796308954203
0.39000000000000007,0.7610619469026548,0.4713560551124003,0.7360304169514695
0.4000000000000001,0.757396449704142,0.4648067571026363,0.732740943267259
0.4100000000000001,0.7619047619047619,0.4778156996587031,0.7392344497607655
0.4200000000000001,0.7734138972809668,0.5103477704288457,0.7554682159945317
0.4300000000000001,0.7730061349693251,0.5167733674775927,0.7586295283663704
0.4400000000000001,0.7730061349693251,0.5167733674775927,0.7586295283663704
0.4500000000000001,0.7739938080495357,0.5232424126008453,0.7618335611756664
0.46000000000000013,0.7861635220125787,0.5558022372128768,0.7780673274094326
0.47000000000000014,0.7848101265822784,0.5557643040136635,0.7780246069719754
0.48000000000000015,0.7859424920127795,0.5622411068881581,0.7812286397812713
0.49000000000000016,0.7884615384615384,0.5687564058763239,0.7844753930280246
0.5000000000000002,0.7857142857142857,0.5686827268067658,0.78438995215311
0.5100000000000002,0.7908496732026143,0.5817172148654421,0.7908834586466165
0.5200000000000002,0.7866666666666666,0.581609981199795,0.7907552973342447
0.5300000000000002,0.7866666666666666,0.581609981199795,0.7907552973342447
0.5400000000000003,0.7919463087248322,0.5946500299119734,0.7972488038277512
0.5500000000000003,0.7972972972972973,0.6076923076923078,0.8037423103212578
