run,auroc,accuracy,f1,kappa,recall,specificity
0,0.9228468899521531,0.8235294117647058,0.8211920529801324,0.647134193217733,0.8051948051948052,0.8421052631578947
1,0.9025974025974026,0.8169934640522876,0.8055555555555556,0.6342837630186102,0.7532467532467533,0.881578947368421
