run,auroc,accuracy,f1,kappa,recall,specificity
0,0.9228468899521531,0.8169934640522876,0.8205128205128205,0.6339087335498206,0.8311688311688312,0.8026315789473685
1,0.9025974025974026,0.8235294117647058,0.8187919463087249,0.647194465795542,0.7922077922077922,0.8552631578947368
