threshold,f1,kappa,balanced_accuracy
0.3,0.8284789644012945,0.6536539529321317,0.8268967874231032
0.31,0.8284789644012945,0.6536539529321317,0.8268967874231032
0.32,0.8284789644012945,0.6536539529321317,0.8268967874231032
0.33,0.8284789644012945,0.6536539529321317,0.8268967874231032
0.34,0.8300653594771242,0.6601452370781717,0.8301008202323992
0.35000000000000003,0.8300653594771242,0.6601452370781717,0.8301008202323992
0.36000000000000004,0.8300653594771242,0.6601452370781717,0.8301008202323992
0.37000000000000005,0.8300653594771242,0.6601452370781717,0.8301008202323992
0.38000000000000006,0.8300653594771242,0.6601452370781717,0.8301008202323992
0.39000000000000007,0.8300653594771242,0.6601452370781717,0.8301008202323992
0.4000000000000001,0.8300653594771242,0.6601452370781717,0.8301008202323992
0.4100000000000001,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.4200000000000001,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.4300000000000001,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.4400000000000001,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.4500000000000001,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.46000000000000013,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.47000000000000014,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.48000000000000015,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.49000000000000016,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.5000000000000002,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.5100000000000002,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.5200000000000002,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.5300000000000002,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.5400000000000003,0.8327137546468402,0.7054293415479399,0.8521872863978127
0.5500000000000003,0.8327137546468402,0.7054293415479399,0.8521872863978127
