run,auroc,accuracy,f1,kappa,recall,specificity
0,0.9011449077238551,0.8235294117647058,0.8235294117647058,0.6470739000427168,0.8181818181818182,0.8289473684210527
1,0.910287081339713,0.803921568627451,0.7794117647058824,0.608428595802764,0.6883116883116883,0.9210526315789473
