run,auroc,accuracy,f1,kappa,recall,specificity
0,0.9248974709501026,0.8235294117647058,0.8235294117647058,0.6470739000427168,0.8181818181818182,0.8289473684210527
1,0.9135338345864662,0.8104575163398693,0.7913669064748201,0.6213840771396877,0.7142857142857143,0.9078947368421053
