threshold,f1,kappa
0.3,0.7633136094674556,0.47786025083184025
0.31,0.7678571428571429,0.49087030716723545
0.32,0.7687687687687688,0.4973332764432309
0.33,0.7710843373493976,0.5038402457757296
0.34,0.7696969696969697,0.5037979004864727
0.35000000000000003,0.7706422018348624,0.510264179932568
0.36000000000000004,0.782608695652174,0.5428156748911466
0.37000000000000005,0.78125,0.5427766393442623
0.38000000000000006,0.7760252365930599,0.5361854745741002
0.39000000000000007,0.7784810126582279,0.5426985482493596
0.4000000000000001,0.780952380952381,0.5492121781459499
0.4100000000000001,0.780952380952381,0.5492121781459499
0.4200000000000001,0.7834394904458599,0.5557263643351269
0.4300000000000001,0.7909967845659164,0.575272261370916
0.4400000000000001,0.7935483870967742,0.581788673443239
0.4500000000000001,0.7922077922077922,0.5817529472065608
0.46000000000000013,0.8,0.6013071895424836
0.47000000000000014,0.7986798679867987,0.6012731234246165
0.48000000000000015,0.8039867109634552,0.6143131809442426
0.49000000000000016,0.8066666666666666,0.6208340454623142
0.5000000000000002,0.8066666666666666,0.6208340454623142
