,scaffold,frequency
431,CC1CCCC1CCC1CCC(CC2CCCCC2)CC1,1
432,CC1CCC2[C]3CCC4[C](CCC45CCC(C)C5)[C]3[CH]CC2C1,1
433,CC1CC2CC[C]3[C]4CCCC4CC[C]3C2[C]2C[C]21,1
434,CC1C(CCCCC2CCCCC2)CCCC2CCCCC21,1
435,CC1[C](C[CH]CCC2CCCCC2)CCCC2CCC[CH]C21,1
436,CC(CCC1CCCCC1)C1CC2C[C]3CCC[CH]C3C(C)C2CC1C,1
437,CC1CC2CC(CC3CCCC3)CC12,1
438,CC(CCC1CCCCC1)C1CCCC(C2CCC(CC3CCCCC3)C2)C1,32
439,[CH]1CCC2[C]([CH][CH][C]3[C]4CC[CH]C4CC[C]32)C1,1
440,CC(CC1CCCC(C2CCCCC2)C1)C1CCCCC1,1
441,CC1(C)CC(CC2CCCCC2)CC2CCCCC21,1
442,C1CCC(C2CC(C3CC3)CC3CCCCC32)CC1,1
443,C1CCC(CC2CC(C3CCCCC3)C3CCCCC23)CC1,1
444,C1CCC(CC2CCC(C3CCCCC3C3CCCC3)CC2)C1,2
445,CC1(CCCCC2CCC3CCCCC32)CCC[C](C2CCCCC2)C1,2
446,CC1CC2CCCCC2CC[C]1C[CH]CCC1CCCCC1,1
447,[CH]1[CH][C]2[CH]C[CH]CC2CC1,1
448,[CH](CC1C[CH]C(C2CCCCC2)CC1)CC1CCCCC1,1
449,C1CCC(CCCC2CCC(C3CCCCC3)CC2)CC1,1
450,CC(CC[C]1[CH][CH][CH][CH]C1)[C]1C[CH]CC1,1
451,CC1CC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1,1
452,C1CCC(CCCCC2CCC(C3CCC4CCCCC43)CC2)CC1,1
453,CC1C(CCC2CCC(C3CCC4CCCCC43)CC2)CCC2CCCCC21,1
454,C1CCC(C([C]2CCC(CCC3CCC4CCCC4C3)C2)C2CCCCC2)CC1,1
455,C1CCC(C(C2CCCCC2)C2CCC(CCC3CCC4CCCC4C3)C2)CC1,1
456,CC1CCC2C(CCC3[C]4C[CH]CC4C[CH]C32)C1,1
457,CC1CCCC2CCC(CCC3CCCCC3)C12,1
458,CC(CC1CCCC1)CC1[C]2CCCCC2C1C,1
459,CC(CC1CCCC1)CC1C(C)C2CCCCC21,1
460,CC(CC1CCCCC1)CC1CCC(CCCCC2CCCCC2)CC1,1
461,CC1C(CC2CCC(C3CCCCC3C3CCCC3)CC2)CCC12CCCC2,1
462,CC1CC[C]2[C]3CCC4[CH]CC[C]4[C]3CCC2C1,1
463,CC(CCCCCCCCC1CCCCC1)C1CCCCC1,1
464,CC1CCC2C(CC[C]3[C]4CCCC4C[C](C4CCCCC4)C32)C1,2
465,CC1CCC2C(CCC3C4CCCC4CC(C4CCCCC4)C23)C1,1
466,CC(CCC(C)(C)C1CCCCC1)CC1CCCCC1,1
467,CC1CCC2CCC(CCC3CCCC(C4CCCCC4)C3)CC12,2
468,CC1CCC2[C]3[CH]CC4[C](C[C]5CCCC54)[C]3CCC2C1,1
469,C1CCC2CCCCC2C2CCCCC2C1,1
470,C1CCC(C2CCCC(CCC3CCC4CCCC4C3)C2)CC1,2
471,CC1CCC2CCCCC2C2CCCCC12,1
472,CC(CCCCCC1CCC2CCC(C)C2C1)CCCC1CCCCC1,2
473,CC(CCC1C[C]2CCC1C2)C1C2CCC3(C2)CC(C2CCCCC2)C(C)C13,4
474,CC1C[CH][C]1CC(C)C(C)C1CCCC1,1
475,CC1CCC1CC(C)C(C)C1CCCC1,1
476,C1CCC(C2CCCCC2C2CCCC2)CC1,2
477,CC(CC[C]1CC(C)C(C2CCC(C3CCCCC3C)CC2)C1)C1CCCC1,1
478,C1CCC(C2CCC(CC(CC3CCCC3)C3CCCCC3)C2)CC1,1
479,C1CCC(CC2CCCC(CC3CCC4CCCC4C3)C2)CC1,1
480,C1CCC(C(CCC2CCC3CCCCC32)CC2CCCC2)CC1,1
481,CC([CH]C[CH]CCC1CCCCC1)C1[CH]CC2CCCCC2C1,1
482,C1CCC2C(C1)CCC2CC1CCC(C2CCCCC2C2CCCC2)CC1,1
483,C1CC[C](C2CC(C3CCC(CC4CCCCC4)CC3)C3CCCCC23)CC1,1
484,CC1CCCC2CCC(CCC3CCCCC3)CC12,2
485,C(CCC1CCC2CCCCC12)CC1CCC(C2CCC3CCCC3C2)CC1,1
486,CC1CC(C)C(CC2CCC(CCC3CCC4CCCCC4C3)CC2)C1,1
487,CC1C(CCC2CCCC(C3CCCCC3)C2)CCC1C1CCCCC1,2
488,CC(CCC1CC(C)C(C)C(C(C)CCC2CCCCC2)C1)C1CCCC1,1
489,CC1CC[CH][C]2[CH][C]3[CH]C4CCCCC4C(C)C3CC21,1
490,CC1CC[CH][C]2C[C]3CC4CCCCC4C(C)C3CC21,1
491,CC1CC2CC3CC4CCCCC4CC3C(C)C2C(C)C1C,3
492,CC1CCC2C([CH]CC3[C]4C[CH]CC4C[CH]C32)C1,1
493,[CH]1[CH][CH][C](C2CCCC(CC3CCC(C4CCCCC4)C3)C2)C[CH]1,1
494,CC(CC1CCCCC1)CC(C)(C)C1CCC(CCCC(C)C2CCCCC2)CC1,1
495,CC1CC(C2CCCCC2)CC2CC(CC3CCCCC3)CCC12,1
496,C1CCC(CCCCC2CCC3CCCC(CC4CCCCC4)C3C2)CC1,1
497,CC(CCC1C[C]2CCC1C2)C1C2CCC3(CC(CC4CCCCC4)C(C)C13)C2,1
498,CC1CCCC2CCC(CC3CCCCC3)CC12,1
499,CC1CCC2CCC(CCCCCC3CCC(C4CCCCC4)CC3)CC2C1,1
500,CC(CC1CCC(C(C)C2CCC[CH]C3CCCCC32)CC1)C1CCCCC1,1
501,CC(CC1CCC(C(C)C2CCCCC3CCCCC32)CC1)C1CCCCC1,1
502,[CH]1[CH][C](C[C]2[CH]C[CH][C](C[C]3[CH]CC[CH]C3)[CH]2)CCC1,1
503,CC1C[CH]CC1C1CCC(C2CCC(C3CCCC3)CC2)CC1,1
504,C1CCC(C2CCCC(CC3CCC(CC4CCCC4)CC3)C2)CC1,1
505,[CH]1[CH][CH][C](C2CCCC(CC3CCC(C[C]4CCCC4)CC3)C2)C[CH]1,1
506,CC(C1[CH]CCC(C2CC3CCCCC3C2)CC1)C1CCCCC1C1CCCC1,1
507,[CH]1CC[C]2CC3CCC4CCCC([C]2C1)C43,1
508,CC(CC1CCCC1)CC1C(C)C2CC(CCC3CCCC3)CCC12,1
509,CC1[CH][C]2C[C]3CC4CCCCC4CC3C(C)C2C(C)C1,1
510,CC1CCC2C(C1)CC1CC3CCCCC3CC1C2C,2
511,CC(C1CCCCC1)C1CCCCC1CC1CCCC(CC2CCCCC2)C1,1
512,CC(CCC1C[C]2CCC1C2)C1C2CCC3(CC(CCC4CCCCC4)C(C)C13)C2,1
513,CC(C)(C1CCC(CCC2CCCC(C3CCCCC3)C2)CC1)C1CC1,1
514,CC1(C)CCC2CCC(CCC3CCCC(C4CCCCC4)C3)CC21,1
515,[CH]1[CH][CH][C](C[C]2[CH]C[CH][C](C[C]3[CH]C[CH][CH]C3)[CH]2)C[CH]1,1
516,C1CCC(CC2CCCC(CC3CCCCC3)C2)CC1,6
517,CC(CCC1CCC(CCC2CCCCC2)CC1)C1CCCCC1,1
518,CC(CC1CCCCC1)CC(C)(C)C1CCC2CCCCC21,1
519,CC1CCC23C(CCC2CC(C)C2C3CCC3C(C4CCCC4)CC(C)C4CC432)C1,1
520,CC1CC2C3CCCCC3CCC2C2CCC3CCCCC3C12,1
521,CC(C[C]1[C]2CCC(CC3CCCC3)CC2C1C)C(C)C1CCCC1,1
522,C1CCC(CCC2CCCC(C3CCC(CCC4CC4)CC3)C2)CC1,1
523,CC(CC1C(C)C2CC(CC3CCCC3)CCC21)C(C)C1CCCC1,2
524,CC(C)(CC1CC2CCCCC2C1)C1CCCCC1,1
525,C1CCC(CC2CCCC3CC(CC4CCCC4)CCC23)CC1,1
526,CC(CCC1CCCCC1)C1CCCC(C2CCC(C[C]3CC[CH]CC3)C2)C1,2
527,CC1[CH][CH]C1,1
528,CC1CCC1,1
529,CC(CCC1CCCCC1)CCC1CCCC(CC2CCCCC2)C1,1
530,CC([CH]CC(C)(C)C1CCCC2CCCCC21)C1[CH]C[CH]CC1,1
531,CC(CCC(C)(C)C1CCCC2CCCCC21)C1CCCCC1,1
532,[CH]1CCC2CC(CCC3CCCC(C4CCCCC4)C3)CCC12,1
533,C1CCC(C2CCC(CC3CCC4CCC(C5CC6CCCCC6C5)CC43)CC2)CC1,1
534,C1CCC2CC(C3CCC4CCCCC4C3)CCC2C1,1
535,CC(C)(CC1CCCC(C2CCCC2C2CCCCC2)C1)C1CCCCC1,1
536,C1CCC(C2CC2CC2CCCC3C(C4CCCC4)CCC23)CC1,1
537,CC1C2CCCCC2C(C)C2CC3[C](C[C]4C[CH][CH][CH]C4)CCCC3CC12,1
538,CC1CCC2C(CCC3C2CCC2C(CCCC4CC4)C(C)CC23)C1,1
539,C1CCC(CCCCC2CCC3C(CC4CCCCC4)CCCC3C2)CC1,1
540,C1CCC2C(C1)CCC1C2CCC2C3CCCCC3CCC21,1
541,CC1C2CCCCC2CC(C2CCCCC2)C1C1C(C)C2CCCCC2CC1C1CCCCC1,2
542,C1C2C3C4CC5C3C1C5C24,1
543,CC(C[C]1[C]2CCC(CC3CCCCC3)CC2C1C)C(C)C1CCCC1,1
544,CC(CC1C(C)C2CC(CC3CCCCC3)CCC21)C(C)C1CCCC1,1
545,CC1CCCC(CCC2CCC3C(C2)C(C)C3CC(C)C(C)C2CCCC2)C1,1
546,CC(CC1CCCCC1)C1CCC(C2CCCCC2)C1C1CCCCC1,2
547,CC1CC(C(C)CC2C(C)C3CC(CCC4CCCC4)CCC32)C1,1
548,CC1CCCC1CCCCCCCCCCCCCC1CCCC1,1
549,C1CCC(CC2CCCC2CC2CCCCC2)CC1,1
550,CC(C[C]([CH]CCC(C)(C)C1CCCCC1)CC1CCCCC1)C[C]1CCCC1,1
551,[CH]1[CH][CH][C](C[C]2[CH]C[CH][C](C[C]3[CH][CH][CH][CH]C3)[CH]2)C[CH]1,1
552,CC1CCC2C(C1)CC1C3CC4CCC(CC(C)C5CCC(C6CCCCC6)CC5)CC4CC3CC1C2C,1
553,CC1CCC2C(CC3CCC4CCCCC4C3)C3CC4CCCC4CC3C(C3CCCCC3)C12,1
554,C1CCC2CC3C(CCC4C3CC35CC6CCCC3C6CCC45)CC2C1,1
555,CC1CCCC1CCCCCCCCCCCC1CCC(C2CCCC2)C1,1
556,CC1CC(CCC2CCCCC2)CCC1[CH]C1CCCC(CC(C)(C)C2CCCCC2)C1,1
557,CC(CCCC(C)C1CCCC2CCC(CC3CCC(C4CCCCC4C4CCCC4)CC3)C21)CC1CCCCC1,1
558,CC(C[C]1[CH]CC2CCCCC12)[C](C[CH]CC1[CH]CC(CC2CCCCC2)CC1)CC1CCCCC1,1
559,CC(C[C]1[C]2CCC(CCC3CCCC3)CC2C1C)C(C)C1CCCC1,2
560,CC(CC1C(C)C2CC(CCC3CCCC3)CCC21)C(C)C1CCCC1,1
561,CC1CCCC1CCCCCCCCCCCCCC1CCC(C2CCCC2)C1,3
562,CC(CC1CCCCC1)C1CCC(C2C3CCCCC3CCC3CCCCC32)CC1,1
563,CC1CC[C]2[C]1[C](C1CCCCC1)C1CC3CCCC3CC1[C]2C[C]1[CH][CH][C]2C[C](C3CCCC3)CC[C]2C1,1
564,C1CCC(CC2CCC3C(CCC4C3CCC3C5CCCCC5CCC34)C2)CC1,1
565,CC([CH]CC(C)C1CCC2CCCCC2C1)C[C]([CH]CC1[CH]C[C]2CCCC[C]2C1)CC1CCCCC1,1
566,CC(CC1CCCCC1)CC(CCC1CCCCC1)C(C)CCC(C)CC(CC1CCCCC1)C(C)CCC(C)C1CC1,1
567,CC1CC23CCC4CCC(CC5CCCCC5)CC4C2CCC1C3,1
568,C1CC2CC(C1)CC1C3CCCCC3CC1C(C1CCC3CC4CCC5CCCC6CCC4(C3C1)C56)C2,1
569,CC1[CH]CCC[CH]C[CH][C]2[CH]C[CH]C(C2)C(C)C(C)C2CCCC[C]2C(C)C[C](CCC2C[CH][CH]CC2)[CH][CH]C1,1
570,CC1CCCCCCCC2CCCC(C2)C(C)C(C)C2CCCCC2C(C)CC(CCC2CCCCC2)CCC1,1
571,CC(C[CH]C1CCCCC1)C[C]1CC2[CH]C(C)C3[CH]C[C]4CCC4[C]3[C](CC(C)C3CCCCC3)C(C1)C2,1
572,CC1CCCC[CH][CH][CH][CH][CH][CH][CH][CH]CCCC2CC3CCC4CC(C1)C(CCC1CCCCC1)CC4C3C2C,1
573,CC(CC[CH][C]1CC[C]2[C]3[CH]C[C]4C[CH]CCC4[C]3CCC12)CCCCCC(C)CCCCC1CCC2CCCCC12,5
574,CC(CC[CH][C]1CC[C]2[C]3CC[C]4C[CH]CCC4[C]3C[CH]C12)CCCCCC(C)CCCCC1CCC2CCCCC12,5
575,CC([CH][CH]C1CCCCC1)C[C]1CC2[CH]C(C)C3[CH]C[C]4CCC4[C]3[C](CC(C)C3CCCCC3)C(C1)C2,1
576,CC(CC1CC2CC(C)C3CCC4CCC4C3C(CC(C)C3CCCCC3)C(C1)C2)CC(CC(C)C1CCCCC1)C1CCCCC1,1
577,CC1CCCC2CCCCC2C(C)CCC2CC34CC2CCC3CC(CC(C)C2CCCCC2)C(C1)C4,1
578,CC1CCCCCCCCCCCC2CCCC(C2)C(C)C(C)C2CCCCC2C(C)CC(CCC2CCCCC2)CC(C)CCCCC1,2
579,CC1C[CH][CH][CH][CH]CCCCCCCCCCCCCC[C](CC2CCCCC2)C[C]2[CH][CH]CC(C[CH]C[CH][CH]CC[CH]C[CH]C1)C2,1
580,CC1CCCCCCCCCCCCCCCCCCCC(CC2CCCCC2)CC2CCCC(CCCCCCCCCCC1)C2,1
581,CC([CH]CC1CCCCC1)CCCCCC(C)(CCCCCC(C)CC[CH][C]1CC[C]2[C]3CC[C]4C[CH]CCC4[C]3C[CH]C12)CCCCC1CCC2CCCCC21,1
582,CC([CH]CC1CCCCC1)CCCCCC(C)(CCCCCC(C)CC[CH][C]1CC[C]2[C]3[CH]C[C]4C[CH]CCC4[C]3CCC12)CCCCC1CCC2CCCCC21,1
583,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)CCCCC(C)CCC(C)CCC(C)[CH]C1,1
584,CC1[CH][CH]CC[CH]C(C)CC([CH]C[C]2C[CH][CH]CC2)CC(C)[C]2CCCCC2C(C)C(C)C2[CH]CC[C](C[CH]CCCCCC[CH]C[CH]1)C2,1
585,CC1[CH][CH]CC[CH]C(C)C[C]([CH]C[C]2C[CH][CH]CC2)CC(C)[C]2CCCCC2C(C)C(C)C2[CH]CC[C](C[CH]CCCCCC[CH]C[CH]1)C2,2
586,CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]C1,43
587,CC1[CH]CC(C)C(C)CC(C)C(CC(C)C2CCCCC2)CCCC(C)CCC(C)CCC(C)[CH]CC[CH]C1,1
588,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CC3CCCCC3C2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
589,CC1[CH]CC(C)C(C)CC(C)C(CC(C)C2CCC(C3CCCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]CC[CH]C1,1
590,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CCC2CCC(C3CCCCC3)C2)CCCC(C)CCC(C)CCC(C)[CH]C1,3
591,CC1[CH]CC(C)C(C)CC(C)CCCCC(C)CCC(C)CCC(C)[CH]CC[CH]C1,3
592,CC1CCCCCCC(CC(C)CCC2CCCCC2)C(C)CC(CC2CCCCC2)C(C)CC(CC2CCC3CCCCC32)C(C)CCC(C)CC1,1
593,CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[CH]C1,15
594,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CCC(CC3CCCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
595,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CCC(C3CCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
596,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CCC2CCCCC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
597,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CC3[CH]CCC4CCCC(C2C)C34)CCCC(C)CCC(C)CCC(C)[CH]C1,1
598,CC1[CH]CC(C)C(C)CC(C)C(CC(C)C2CCCC(C3CCCCC3)C2)CCCC(C)CCC(C)CCC(C)[CH]CC[CH]C1,1
599,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CCC(CC(C)(C)CC3CCCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
600,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CCC(CCC(C)CCC3CCCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
601,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CCCCCCCCC(C)CCC2CCCCC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
602,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CC(C3CCCCC3)CC2C2CCCCC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
603,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CCCC(C(C)C3CCCCC3)C2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
604,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CC3(CCCCC3)C3CCCCC23)CCCC(C)CCC(C)CCC(C)[CH]C1,1
605,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CC2CCC(CC(C)CC3CCCCC3)CC2)CCCC(C)CCC(C)CCC(C)[CH]C1,1
606,C1CCC(CC2CCC(CC3CCC4C(CCC5C4CCC4C6CCCCC6CCC45)C3)C(CC3CCCCC3)C2)CC1,1
607,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)CC2CC(C(C)C3CCCCC3)C3CCCCC23)CCCC(C)CCC(C)CCC(C)[CH]C1,1
608,CC1[CH]CC(C)[CH]CC(C)C(C)CC(C)C(CC(C)C2CC3[CH]CCC4C(C5CCCCC5)CCC(C2C)C34)CCCC(C)CCC(C)CCC(C)[CH]C1,1
609,CC1CCCCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CC1,1
610,CC1CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CC1,1
611,CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)C2CCC3CCCCC3C2)CCCC(C)[CH]CC(C)[CH]C1,1
612,CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)CC2CCCCC2)CCCC(C)[CH]CC(C)[CH]C1,2
613,CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)CCC(C)[CH]C1,1
614,CC1CCCCCC(C)C2CCCC2C(C)CCC(C)C(CCC2CCCCC2)CC(C)C2CCCC2C(C)CC1,1
615,CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)C2CCC(C3CCCCC3)CC2)CCCC(C)[CH]CC(C)[CH]C1,2
616,CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)C2CCCC(C3CCCCC3)C2)CCCC(C)[CH]CC(C)[CH]C1,16
617,CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)CC2CCCC(C3CCCCC3)C2)CCCC(C)[CH]CC(C)[CH]C1,1
618,CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)CCC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
619,CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)C2CCC(CC3CCCCC3)CC2)CCCC(C)[CH]CC(C)[CH]C1,1
620,CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)C2CCC(C)C(C3CCCCC3)C2)CCCC(C)[CH]CC(C)[CH]C1,1
621,CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[C](CC2CCCCC2)CC(C)[CH]CCCC(C)[CH]CC(C)[CH]C1,1
622,CC1[CH]CCCC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
623,CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
624,CC1[CH]CC(C)[CH]CC(C)[C](CC2CCCCC2)CC(C)[CH]CC(C)[C](CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)(C)C2CCCC(C3CCCCC3)C2)CCCC(C)[CH]CC(C)[CH]C1,1
625,CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCC(C3CCCCC3)CC2)CC(C)[CH]C1,1
626,CC1C[CH]C(C)C2C[CH][CH][C]2C(C)C[CH][CH]C[C](CC(C)C2CCC(C3CCC(C4CCCCC4)C3)CC2)C(C)C[CH]C(C)C2C[CH]C[C]2C(C)C[C]1[CH][CH]C1CCCCC1,1
627,CC1C[CH]C(C)C2C[CH][CH][C]2C(C)C[CH][CH]CC(CC(C)C2CCC(C3CCC(C4CCCCC4)C3)CC2)C(C)C[CH]C(C)C2C[CH]C[C]2C(C)C[C]1C[CH]C1CCCCC1,1
628,CC(CC1CCCCC(C)C2CCCC2C(C)CCC(C)C(CCC2CCCCC2)CC(C)C2CCCC2C(C)CCC1C)C1CCC(C2CCC(C3CCCCC3)C2)CC1,1
629,CC1[CH]CCCC(C)[CH]CC(C)[CH]CC(C)[CH]CC(C)[C](CC2CCC(C3CCCCC3)CC2)CC(C)[C](CC2CCCCC2)CC(C)[CH]C1,1
630,CC1[CH][CH]C2CCC(CC2)CC2CC3CC(CC4CCC([CH][C]5CC(C)[C](CC(C)[C]3CC(C)[CH]C1)C1CCCC(C1)C1CCCCC1[CH]CC5C)CC4)C2C[C]1C[CH][CH][CH][C]1C[C]1C[CH][CH]CC1,3
631,CC1CCC(C)CC2C(C)CC3C(C)CC(CC4CCC(CC4)CC4CC2CC(CC2CCC(CC1)CC2)C4CC1CCCCC1CC1CCCCC1)C(C)CCC1CCCCC1C1CCCC3C1,2
632,CC(CCCCC(C)C(CC(C)C1CCCCC1)C(CC1CCCCC1CC1CCCCC1)C1CCCC1)CCC(C)CCCC1CCC(C2CCCC2)C1,1
633,CC1[CH]CC(C)[CH]CC(C)CCC(C)C(CC(C)[CH]CC(C)[CH]CC(C)[CH]CC2CCC3CCCCC23)CCC(C)[C](CC(C)C2CCCCC2)CC(C)[CH]CC(C)[CH]CC(C)CCC(C)[CH]CC(C)[CH]C1,1
634,CC1CCC(C)CCC(C)CCC(C)CCC(C)CC(CC(C)C2CCCCC2)C(C)CCC(CC(C)CCC(C)CCC(C)CCC2CCC3CCCCC32)C(C)CCC(C)CCC(C)CCC(C)CC1,1
