,scaffold,frequency
343,C=C1NC(=O)C(NC(=O)C2CCC(CNC(=O)OCc3ccccc3)CC2)CCNC(=O)CNC(=O)CNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC1=O,1
344,C=C1NC(=O)C(NC(=O)CCCCCCCCC(=O)OCc2ccccc2)CCNC(=O)CNC(=O)CNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC1=O,1
345,C=C1NC(=O)C(NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)CCNC(=O)CNC(=O)CNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC1=O,1
346,C=C1NC(=O)C(NC(=O)C2CCCN(C(=O)c3ccccc3)C2)CCNC(=O)CNC(=O)CNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC1=O,1
347,C=C1NC(=O)C(NC(=O)C2CC3(CCNCC3)c3ccccc32)CCNC(=O)CNC(=O)CNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC1=O,1
348,C=C1NC(=O)C(NC(=O)Cc2ccc(NC(=O)Nc3ccccc3)cc2)CCNC(=O)CNC(=O)CNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC1=O,1
349,C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCC(OC5CCCCO5)CC4OC4CCCCO4)CCC3C2C1,1
350,C=C1NC(=O)C(NC(=O)Cc2cn(C(=O)c3ccccc3)c3ccccc23)CCNC(=O)CNC(=O)CNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC1=O,1
351,C=C1NC(=O)C(NC(=O)c2cn3c4c(c(N5CCNCC5)ccc4c2=O)OC[CH]3)CCNC(=O)CNC(=O)CNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC1=O,1
352,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,1
353,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,1
354,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)c2ccc3ccccc3c2)CCNC(=O)[CH]NC(=O)[CH]N1,1
355,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)Nc2ccccc2)CCNC(=O)[CH]NC(=O)[CH]N1,2
356,O=C1[CH]CCNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)CNC(=O)[CH]N1,1
357,O=C1CCCCNC(=O)C2CCCN2C(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C2CCCN2C(=O)CN1,1
358,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)c2ccc(-c3ccccc3)cc2)CCNC(=O)[CH]NC(=O)[CH]N1,2
359,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)c2cccc(-c3ccccc3)c2)CCNC(=O)[CH]NC(=O)[CH]N1,7
360,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)c2ccnc(-c3ccccc3)c2)CCNC(=O)[CH]NC(=O)[CH]N1,6
361,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)c2cncc(-c3ccccc3)c2)CCNC(=O)[CH]NC(=O)[CH]N1,1
362,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)c2cnnc(-c3ccccc3)c2)CCNC(=O)[CH]NC(=O)[CH]N1,1
363,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)Nc2cccc(-c3ccccc3)c2)CCNC(=O)[CH]NC(=O)[CH]N1,1
364,O=C1[CH]CCNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)CNC(=O)[C](Cc2ccccc2)NC(=O)[CH]N1,1
365,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)c2ccc(Oc3ccccc3)nc2)CCNC(=O)[CH]NC(=O)[CH]N1,1
366,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)c2ccc(=O)n(-c3ccccc3)c2)CCNC(=O)[CH]NC(=O)[CH]N1,1
367,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[C](Cc2ccccc2)NC(=O)[CH]CCNC(=O)[CH]NC(=O)[CH]N1,1
368,O=C1[CH]CCNC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]N1,1
369,O=C1[CH]CCNC(=O)[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]N1,1
370,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)c2cccc(-c3ccccn3)c2)CCNC(=O)[CH]NC(=O)[CH]N1,1
371,O=C1[CH]NC(=O)[CH]NC(=O)[C](Cc2ccccc2)NC(=O)[CH]NC(=O)[C](NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NS(=O)(=O)c2cccc(-c3ccccc3)c2)CCNC(=O)[CH]NC(=O)[CH]N1,1
372,O=C1[CH]CCNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)[C](Cc2ccc(-c3ccccc3)cc2)NC(=O)[CH]N1,1
373,O=C1N[CH]C(=O)N2C[CH][CH][C]2C(=O)N[CH][CH]C[C](NC(=O)c2ccc(-c3cc(-c4ccccc4)on3)cc2)C(=O)N[CH]C(=O)N2C[CH]C[C]2C(=O)N[C]1[CH][CH]c1ccccc1,1
374,O=C1N[CH]C(=O)N2C[CH][CH][C]2C(=O)N[CH][CH]CC(NC(=O)c2ccc(-c3cc(-c4ccccc4)on3)cc2)C(=O)N[CH]C(=O)N2C[CH]C[C]2C(=O)N[C]1C[CH]c1ccccc1,1
375,O=C(NC1CCCNC(=O)C2CCCN2C(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C2CCCN2C(=O)CNC1=O)c1ccc(-c2cc(-c3ccccc3)on2)cc1,1
376,O=C1[CH]CCNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)[C](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C](Cc2ccccc2)NC(=O)[CH]N1,1
377,O=C1[CH][CH]c2ccc(cc2)Oc2cc3cc(c2O[C]2O[CH][CH][CH][C]2O[C]2CC[CH][CH]O2)Oc2ccc(cc2)[CH][C]2NC(=O)[C](NC(=O)[C]3NC(=O)[CH]N1)c1cccc(c1)-c1ccccc1[CH]NC2=O,3
378,O=C1CCc2ccc(cc2)Oc2cc3cc(c2OC2OCCCC2OC2CCCCO2)Oc2ccc(cc2)CC2NC(=O)C(NC(=O)C3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O,2
379,O=C(CCCNC(=O)C(NC(=O)c1ccncn1)C(OC1OCCCC1OC1CCCCO1)c1cnc[nH]1)NCC(=O)NCCc1nc(-c2nccs2)cs1,1
380,O=C([CH]Cc1c[nH]c2ccccc12)N[CH]C(=O)N[CH]C(=O)NC1COC(=O)[C](CC(=O)c2ccccc2)NC(=O)[CH]NC(=O)[CH]NC(=O)CNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)CNC1=O,1
381,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NC1COC(=O)C(CC(=O)c2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O,1
