threshold,f1,kappa
0.3,0.8023598820058997,0.5627266134880349
0.31,0.8023598820058997,0.5627266134880349
0.32,0.7952522255192879,0.549635254468666
0.33,0.7940298507462686,0.5495968258031485
0.34,0.7951807228915663,0.556067588325653
0.35000000000000003,0.7963525835866262,0.5625400076814748
0.36000000000000004,0.8012232415902141,0.5755622892748922
0.37000000000000005,0.8,0.5755260574501686
0.38000000000000006,0.804953560371517,0.5885516711486747
0.39000000000000007,0.8,0.5819672131147541
0.4000000000000001,0.7962382445141066,0.5754173248516415
0.4100000000000001,0.8012618296529969,0.5884462661713847
0.4200000000000001,0.8089171974522293,0.6079938508839354
0.4300000000000001,0.8155339805825242,0.6275146286251228
0.4400000000000001,0.8143322475570033,0.6274828072273717
0.4500000000000001,0.8118811881188119,0.6274191481180843
0.46000000000000013,0.8118811881188119,0.6274191481180843
0.47000000000000014,0.8,0.6077593573748077
0.48000000000000015,0.7986577181208053,0.6077258353986839
0.49000000000000016,0.7986577181208053,0.6077258353986839
0.5000000000000002,0.8027210884353742,0.6207368151124028
