threshold,f1,kappa
0.3,0.8058823529411765,0.5692714553830405
0.31,0.8023598820058997,0.5627266134880349
0.32,0.8023598820058997,0.5627266134880349
0.33,0.7988165680473372,0.5561812132070643
0.34,0.7976190476190477,0.5561433447098976
0.35000000000000003,0.7987987987987988,0.5626146691129411
0.36000000000000004,0.7963525835866262,0.5625400076814748
0.37000000000000005,0.8012232415902141,0.5755622892748922
0.38000000000000006,0.8,0.5755260574501686
0.39000000000000007,0.804953560371517,0.5885516711486747
0.4000000000000001,0.7962382445141066,0.5754173248516415
0.4100000000000001,0.7962382445141066,0.5754173248516415
0.4200000000000001,0.8063492063492064,0.6014774328536658
0.4300000000000001,0.8155339805825242,0.6275146286251228
0.4400000000000001,0.8143322475570033,0.6274828072273717
0.4500000000000001,0.8065573770491803,0.6143790849673203
0.46000000000000013,0.8118811881188119,0.6274191481180843
0.47000000000000014,0.8,0.6077593573748077
0.48000000000000015,0.7986577181208053,0.6077258353986839
0.49000000000000016,0.8013468013468014,0.6142472543908379
0.5000000000000002,0.7986348122866894,0.6141813052955507
